"vents, qui troublez les plus beaux jours, rentrez dans vos grottes profondes ;","quels beaux yeux ont percé nos demeures humides ? venez, venez tritons, cachez-vous néréides."
"c'est à quoi sostrate je ne me serais ja mais résolue  et j'ai cru faire assez de fuir l'engagement dont j'étais sollicitée.  mais enfin les dieux veulent prendre le soin eux-mêmes de me donner un époux "," et je m'en vais mourir après cela le plus content  et le plus glorieux de tous les hommes. si je puis encore souhaiter quelque chose ce sont deux grâces"
" et tous ces longs délais avec lesquels j'ai reculé mon mariage  et que les bontés de la princesse ma mère ont accordés à mes désirs","madame que je prends la hardiesse de vous demander à genoux  de vouloir souffrir ma présence jusqu'à c et heureux hyménée qui doit mettre fin à ma vie   et parmi cette grande gloire"
"ces délais dis-je ne me sont plus permis  et il me faut résoudre à subir c et arrêt du ciel. soyez sûr sostrate que c'est avec toutes les répugnances du monde que je m'abandonne à c"," et ces longues prospérités que le ciel prom et à votre union de vous souvenir quelquefois de l'amoureux sostrate. puis-je divine princesse"
"et hyménée  et que si j'avais pu être maîtresse de moi ou j'aurais été à vous ou je n'aurais été à personne. voilà sostrate ce que j'avais à vous dire","ah ! madame c'en est trop pour un malheureux je ne m'étais pas préparé à mourir avec tant de gloire  et je cesse dans ce moment de me plaindre des destinées. si elles m'ont fait naître dans un rang beaucoup moins élevé que mes désirs"
"voilà ce que j'ai cru devoir à votre mérite  et la consolation que toute ma tendresse peut donner à votre flamme.","elles m'ont fait naître assez heureux pour attirer quelque pitié du cœur d'une grande princesse  et cette pitié glorieuse vaut des sceptres  et des couronnes"
"allez, sostrate, sortez d'ici, ce n'est pas aimer mon repos, que de me demander que je me souvienne de vous.","ah ! madame, si votre repos..."
"ôtez-vous, vous dis-je, sostrate, épargnez ma faiblesse, et ne m'exposez point à plus que je n'ai résolu.","madame je vous vois l'esprit tout chagrin vous plaît-il que vos danseurs qui expriment si bien toutes les passions vous donnent maintenant quelque épreuve de leur adresse ?"
"oui, cléonice, qu'ils fassent tout ce qu'ils voudront, pourvu qu'ils me laissent à mes pensées. quatre pantomimes pour épreuve de leur adresse ajustent leurs gestes ","de quel côté porter mes pas ? où m'aviserai-je d'aller  et en quel lieu puis-je croire que je trouverai maintenant la princesse ériphile ? ce n'est pas un petit avantage que d'être le premier à porter une nouvelle."
"de quatre pantomimes.","ah ! la voilà. madame je vous annonce que le ciel vient de vous donner l'époux qu'il vous destinait."
"eh, laisse-moi, clitidas, dans ma sombre mélancolie.","madame je vous demande pardon je pensais faire bien de vous venir dire que le ciel vient de vous donner sostrate pour époux  mais puisque cela vous incommode je rengaine ma nouvelle  et m'en retourne droit comme je suis venu."
"clitidas, holà, clitidas.","je vous laisse, madame, dans votre sombre mélancolie."
"arrête, te dis-je, approche. que viens-tu me dire ?","rien madame on a parfois des empressements de venir dire aux grands de certaines choses dont ils ne se soucient pas"
"que tu es cruel !","une autre fois j'aurai la discrétion de ne vous pas venir interrompre."
"ne me tiens point dans l'inquiétude, qu'est-ce que tu viens m'annoncer ?","c'est une bagatelle de sostrate, madame, que je vous dirai une autre fois, quand vous ne serez point embarrassée."
"ne me fais point languir davantage, te dis-je, et m'apprends cette nouvelle.","vous la voulez savoir, madame ?"
"oui, dépêche. qu'as-tu à me dire de sostrate ?","une aventure merveilleuse, où personne ne s'attendait."
"dis-moi vite ce que c'est.","cela ne troublera-t-il point, madame, votre sombre mélancolie ?"
"ah ! parle promptement.","j'ai donc à vous dire madame que la princesse votre mère passait presque seule dans la forêt par ces petites routes qui sont si agréables lorsqu'un sanglier hideux (ces vilains sangliers-là font toujours du désordre"
"ah ! parle promptement."," et l'on devrait les bannir des forêts bien policées)  lors dis-je qu'un sanglier hideux poussé je crois par des chasseurs est venu traverser la route où nous étions."
"ah ! parle promptement.","je devrais vous faire peut-être pour orner mon récit une description étendue du sanglier dont je parle  mais vous vous en passerez s'il vous plaît  et je me contenterai de vous dire que c'était un fort vilain animal."
"ah ! parle promptement.","il passait son chemin  et il était bon de ne lui rien dire de ne point chercher de noise avec lui  mais la princesse a voulu égayer sa dextérité  et de son dard qu'elle lui a lancé un peu mal à propos"
"ah ! parle promptement.","ne lui en déplaise lui a fait au-dessus de l'oreille une assez petite blessure. le sanglier mal moriginé s'est impertinemment détourné contre nous "
"ah ! parle promptement.","nous étions là deux ou trois misérables qui avons pâli de frayeur chacun gagnait son arbre  et la princesse sans défense demeurait exposée à la furie de la bête"
"hé bien, clitidas.","si mon récit vous ennuie, madame, je remettrai le reste à une autre fois."
"achève promptement.","ma foi c'est promptement de vrai que j'achèverai car un peu de poltronnerie m'a empêché de voir tout le détail de ce combat   et tout ce que je puis vous dire c'est que retournant sur la place"
"achève promptement.","nous avons vu le sanglier mort tout vautré dans son sang  et la princesse pleine de joie nommant sostrate son libérateur  et l'époux digne  et fortuné que les dieux lui marquaient pour vous."
"achève promptement.","à ces paroles j'ai cru que j'en avais assez entendu  et je me suis hâté de vous en venir"
"ah ! clitidas, pouvais-tu m'en donner une qui me pût être plus agréable ?","voilà qu'on vient vous trouver."
"je vois ma fille que vous savez déjà tout ce que nous pourrions vous dire. vous voyez que les dieux se sont expliqués bien plus tôt que nous n'eussions pensé","et de la main des dieux, et de la vôtre, madame, je ne puis rien recevoir qui ne me soit fort agréable."
"mon péril n'a guère tardé à nous marquer leurs volontés  et l'on connaît assez que ce sont eux qui se sont mêlés de ce choix puisque le mérite tout seul brille dans cette préférence. aurez-vous quelque répugnance à récompenser de votre cœur","et de la main des dieux, et de la vôtre, madame, je ne puis rien recevoir qui ne me soit fort agréable."
"celui à qui je dois la vie  et refuserez-vous sostrate pour époux ?","et de la main des dieux, et de la vôtre, madame, je ne puis rien recevoir qui ne me soit fort agréable."
"ciel ! n'est-ce point ici quelque songe tout plein de gloire dont les dieux me veuillent flatter  et quelque réveil malheureux ne me replongera-t-il point dans la bassesse de ma fortune ?","madame je viens vous dire qu'anaxarque a jusqu'ici abusé l'un  et l'autre prince par l'espérance de ce choix qu'ils poursuivent depuis longtemps"
"ciel ! n'est-ce point ici quelque songe tout plein de gloire dont les dieux me veuillent flatter  et quelque réveil malheureux ne me replongera-t-il point dans la bassesse de ma fortune ?"," et qu'au bruit qui s'est répandu de votre aventure ils ont fait éclater tous deux leur ressentiment contre lui jusque-là que de paroles en paroles les choses se sont échauffées"
"ciel ! n'est-ce point ici quelque songe tout plein de gloire dont les dieux me veuillent flatter  et quelque réveil malheureux ne me replongera-t-il point dans la bassesse de ma fortune ?"," et il en a reçu quelques blessures dont on ne sait pas bien ce qui arrivera."
"princes vous agissez tous deux avec une violence bien grande  et si anaxarque a pu vous offenser j'étais pour vous en faire justice moi-même."," et quelle justice madame auriez-vous pu nous faire de lui si vous la faites si peu à notre rang"
"ne vous êtes-vous pas soumis l'un et l'autre à ce que pourraient décider","oui madame nous nous sommes soumis à ce qu'ils pourraient décider entre le prince iphicrate et moi  mais non pas à nous voir rebutés tous deux."
" et si chacun de vous a bien pu se résoudre à souffrir une préférence que vous arrive-t-il à tous deux où vous ne soyez préparés  et que peut importer","oui madame il importe c'est quelque consolation de se voir préférer un homme qui vous est égal"
"prince je ne veux pas me brouiller avec une personne qui m'a fait tant de grâce que de me dire des douceurs  et je vous prie avec toute l'honnêteté qu'il m'est possible","oui oui madame nous nous en souviendrons  mais peut-être aussi vous souviendrez-vous que deux princes outragés ne sont pas deux ennemis peu redoutables."
"de donner à votre chagrin un fondement plus raisonnable de vous souvenir s'il vous plaît que sostrate est revêtu d'un mérite qui s'est fait connaître à toute la grèce","oui oui madame nous nous en souviendrons  mais peut-être aussi vous souviendrez-vous que deux princes outragés ne sont pas deux ennemis peu redoutables."
" et que le rang où le ciel l'élève aujourd'hui va remplir toute la distance qui était entre lui ","oui oui madame nous nous en souviendrons  mais peut-être aussi vous souviendrez-vous que deux princes outragés ne sont pas deux ennemis peu redoutables."
"peut-être, madame, qu'on ne goûtera pas longtemps la joie du mépris que l'on fait de nous.","je pardonne toutes ces menaces aux chagrins d'un amour qui se croit offensé  et nous n'en verrons pas avec moins de tranquillité la fête des jeux pythiens."
"peut-être, madame, qu'on ne goûtera pas longtemps la joie du mépris que l'on fait de nous.","allons-y de ce pas  et couronnons par ce pompeux spectacle cette merveilleuse journée. le théâtre est une grande salle en manière d'amphithéâtre ouvert d'une grande arcade"
"peut-être, madame, qu'on ne goûtera pas longtemps la joie du mépris que l'on fait de nous.","dans le fond au-dessus de laquelle est une tribune fermée d'un rideau   et dans l'éloignement paraît un autel pour le sacrifice. six hommes"
"peut-être, madame, qu'on ne goûtera pas longtemps la joie du mépris que l'on fait de nous.","habillés comme s'ils étaient presque nus portant chacun une hache sur l'épaule comme ministres du sacrifice entrent par le portique au son des violons"
"peut-être, madame, qu'on ne goûtera pas longtemps la joie du mépris que l'on fait de nous."," et sont suivis de deux sacrificateurs musiciens d'une prêtresse musicienne – la prêtresse."
"peut-être, madame, qu'on ne goûtera pas longtemps la joie du mépris que l'on fait de nous.","– trois grecques. – le chœur."
"peut-être, madame, qu'on ne goûtera pas longtemps la joie du mépris que l'on fait de nous.","– apollon."
"chantez, peuples, chantez, en mille et mille lieux du dieu que nous servons les brillantes merveilles,","à ce dieu plein de force, à ce dieu plein d'appas, il n'est rien qui résiste."
"parcourez la terre et les cieux, vous ne sauriez chanter rien de plus précieux,","à ce dieu plein de force, à ce dieu plein d'appas, il n'est rien qui résiste."
"rien de plus doux pour les oreilles.","à ce dieu plein de force, à ce dieu plein d'appas, il n'est rien qui résiste."
"il n'est rien ici-bas qui par ses bienfaits ne subsiste.","toute la terre est triste quand on ne le voit pas."
