Input,Target
"à propos d'accord voulez-vous que je vous lise un chapitre d'aristote où il prouve que toutes les parties de l'univers ne subsistent que par l'accord qui est entre elles.","cela est-il bien long ?"
"non, cela n'est pas long, cela contient environ soixante ou quatre-vingts pages.","adieu, bonsoir, nous vous remercions."
"il n'en est pas de besoin.","vous ne le voulez pas ?"
"vous venez, dites-vous, pour lui donner la main ?","oui, je veux terminer la chose dans demain."
"nous sommes ici seuls, et l'on peut, ce me semble, sans craindre d'être ouïs, y discourir ensemble.","il est vrai, notre ami. peut-être que chez vous vous trouvez des sujets de craindre pour chez nous ;"
"voulez-vous qu'en ami je vous ouvre mon cœur ? votre dessein, pour vous, me fait trembler de peur ;","et votre front, je crois, veut que du mariage, les cornes soient par tout l'infaillible apanage."
"et de quelque façon que vous tourniez l'affaire, prendre femme, est à vous un coup bien téméraire.","il est vrai, notre ami. peut-être que chez vous vous trouvez des sujets de craindre pour chez nous ;"
"ce sont coups du hasard, dont on n'est point garant ; et bien sot, ce me semble, est le soin qu'on en prend.","fort bien : est-il au monde une autre ville, aussi, où l'on ait des maris si patients qu'ici ?"
"mais quand je crains pour vous, c'est cette raillerie dont cent pauvres maris ont souffert la furie :","est-ce qu'on n'en voit pas de toutes les espèces, qui sont accommodés chez eux de toutes pièces ?"
"car enfin vous savez, qu'il n'est grands, ni petits, que de votre critique on ait vus garantis ;","l'un amasse du bien, dont sa femme fait part à ceux qui prennent soin de le faire cornard."
"que vos plus grands plaisirs sont, partout où vous êtes, de faire cent éclats des intrigues secrètes…","l'autre un peu plus heureux, mais non pas moins infâme, voit faire tous les jours des présents à sa femme,"
"ce sont coups du hasard, dont on n'est point garant ; et bien sot, ce me semble, est le soin qu'on en prend.","et d'aucun soin jaloux n'a l'esprit combattu, parce qu'elle lui dit que c'est pour sa vertu."
"mais quand je crains pour vous, c'est cette raillerie dont cent pauvres maris ont souffert la furie :","l'un fait beaucoup de bruit, qui ne lui sert de guères ; l'autre, en toute douceur, laisse aller les affaires,"
"car enfin vous savez, qu'il n'est grands, ni petits, que de votre critique on ait vus garantis ;","et voyant arriver chez lui le damoiseau, prend fort honnêtement ses gants, et son manteau."
"que vos plus grands plaisirs sont, partout où vous êtes, de faire cent éclats des intrigues secrètes…","l'une de son galant, en adroite femelle, fait fausse confidence à son époux fidèle,"
"ce sont coups du hasard, dont on n'est point garant ; et bien sot, ce me semble, est le soin qu'on en prend.","qui dort en sureté sur un pareil appas, et le plaint, ce galant, des soins qu'il ne perd pas."
"mais quand je crains pour vous, c'est cette raillerie dont cent pauvres maris ont souffert la furie :","l'autre, pour se purger de sa magnificence, dit qu'elle gagne au jeu l'argent qu'elle dépense ;"
"car enfin vous savez, qu'il n'est grands, ni petits, que de votre critique on ait vus garantis ;","et le mari benêt, sans songer à quel jeu, sur les gains qu'elle fait, rend des grâces à dieu."
"que vos plus grands plaisirs sont, partout où vous êtes, de faire cent éclats des intrigues secrètes…","enfin ce sont partout des sujets de satire, et comme spectateur, ne puis-je pas en rire ?"
"ce sont coups du hasard, dont on n'est point garant ; et bien sot, ce me semble, est le soin qu'on en prend.","puis-je pas de nos sots…"
"oui : mais qui rit d'autrui, doit craindre, qu'en revanche, on rie aussi de lui.","mon dieu, notre ami, ne vous tourmentez point ; bien huppé qui pourra m'attraper sur ce point."
"j'entends parler le monde, et des gens se délassent à venir débiter les choses qui se passent :","je sais les tours rusés, et les subtiles trames, dont, pour nous en planter, savent user les femmes,"
"mais quoi que l'on divulgue aux endroits où je suis, jamais on ne m'a vu triompher de ces bruits ;","et comme on est dupé par leurs dextérités ; contre cet accident j'ai pris mes sûretés,"
"j'y suis assez modeste ; et bien qu'aux occurrences je puisse condamner certaines tolérances ;","et celle que j'épouse, a toute l'innocence qui peut sauver mon front de maligne influence."
"que mon dessein ne soit de souffrir nullement, ce que d'aucuns maris souffrent paisiblement,","mon dieu, notre ami, ne vous tourmentez point ; bien huppé qui pourra m'attraper sur ce point."
"pourtant je n'ay jamais affecté de le dire ; car enfin il faut craindre un revers de satire,","je sais les tours rusés, et les subtiles trames, dont, pour nous en planter, savent user les femmes,"
"et l'on ne doit jamais jurer, sur de tels cas, de ce qu'on pourra faire, ou bien ne faire pas.","et comme on est dupé par leurs dextérités ; contre cet accident j'ai pris mes sûretés,"
"ainsi quand à mon front, par un sort qui tout mène, il serait arrivé quelque disgrâce humaine ;","et celle que j'épouse, a toute l'innocence qui peut sauver mon front de maligne influence."
"après mon procédé, je suis presque certain qu'on se contentera de s'en rire sous-main ;","mon dieu, notre ami, ne vous tourmentez point ; bien huppé qui pourra m'attraper sur ce point."
"et peut-être qu'encor j'aurai cet avantage, que quelques bonnes gens diront, que c'est dommage !","je sais les tours rusés, et les subtiles trames, dont, pour nous en planter, savent user les femmes,"
"mais de vous, cher compère, il en est autrement ; je vous le dis encor, vous risquez diablement.","et comme on est dupé par leurs dextérités ; contre cet accident j'ai pris mes sûretés,"
"comme sur les maris accusés de souffrance, de tout temps votre langue a daubé d'importance,","et celle que j'épouse, a toute l'innocence qui peut sauver mon front de maligne influence."
"qu'on vous a vu contre eux un diable déchaîné ; vous devez marcher droit, pour n'être point berné ;","mon dieu, notre ami, ne vous tourmentez point ; bien huppé qui pourra m'attraper sur ce point."
"et s'il faut que sur vous on ait la moindre prise, gare qu'aux carrefours on ne vous tympanise,","je sais les tours rusés, et les subtiles trames, dont, pour nous en planter, savent user les femmes,"
"et…","et comme on est dupé par leurs dextérités ; contre cet accident j'ai pris mes sûretés,"
"et que prétendez-vous qu'une sotte en un mot…","épouser une sotte, est pour n'être point sot : je crois, en bon chrétien, votre moitié fort sage ;"
"et que prétendez-vous qu'une sotte en un mot…","mais une femme habile est un mauvais présage, et je sais ce qu'il coûte à de certaines gens,"
"et que prétendez-vous qu'une sotte en un mot…","pour avoir pris les leurs avec trop de talents. moi j'irais me charger d'une spirituelle,"
"et que prétendez-vous qu'une sotte en un mot…","qui ne parlerait rien que cercle, et que ruelle ? qui de prose, et de vers, ferait de doux écrits,"
"et que prétendez-vous qu'une sotte en un mot…","et que visiteraient marquis, et beaux esprits, tandis que, sous le nom du mari de madame,"
"et que prétendez-vous qu'une sotte en un mot…","je serais comme un saint, que pas un ne réclame ? non, non, je ne veux point d'un esprit qui soit haut"
"et que prétendez-vous qu'une sotte en un mot…","et femme qui compose, en sait plus qu'il ne faut. je prétends que la mienne, en clartés peu sublime,"
"et que prétendez-vous qu'une sotte en un mot…","même ne sache pas ce que c'est qu'une rime ; et s'il faut qu'avec elle on joue au corbillon,"
"et que prétendez-vous qu'une sotte en un mot…","et qu'on vienne à lui dire, à son tour, *qu'y met-on* ? je veux qu'elle réponde, *une tarte à la crème* ;"
"et que prétendez-vous qu'une sotte en un mot…","en un mot, qu'elle soit d'une ignorance extrême ; et c'est assez pour elle, à vous en bien parler,"
"et que prétendez-vous qu'une sotte en un mot…","de savoir prier dieu, m'aimer, coudre, et filer."
"une femme stupide est donc votre marotte ?","tant, que j'aimerais mieux une laide, bien sotte, qu'une femme fort belle, avec beaucoup d'esprit."
"l'esprit, et la beauté…","l'honnêteté suffit."
"mais comment voulez-vous, après tout, qu'une bête puisse jamais savoir ce que c'est qu'être honnête ?","à ce bel argument, à ce discours profond, ce que pantagruel à panurge répond."
"outre qu'il est assez ennuyeux, que je crois, d'avoir toute sa vie une bête avec soi,","pressez-moi de me joindre à femme autre que sotte ; prêchez, patrocinez jusqu'à la pentecôte,"
"pensez-vous le bien prendre, et que sur votre idée la sûreté d'un front peut être bien fondée ?","vous serez ébahi, quand vous serez au bout, que vous ne m'aurez rien persuadé du tout."
"une femme d'esprit peut trahir son devoir ; mais il faut, pour le moins, qu'elle ose le vouloir ;","à ce bel argument, à ce discours profond, ce que pantagruel à panurge répond."
"et la stupide au sien peut manquer d'ordinaire, sans en avoir l'envie, et sans penser le faire.","pressez-moi de me joindre à femme autre que sotte ; prêchez, patrocinez jusqu'à la pentecôte,"
"je ne vous dis plus mot.","chacun a sa méthode. en femme, comme en tout, je veux suivre ma mode ;"
"je ne vous dis plus mot.","je me vois riche assez, pour pouvoir, que je crois, choisir une moitié, qui tienne tout de moi,"
"je ne vous dis plus mot.","et de qui la soumise, et pleine dépendance, n'ait à me reprocher aucun bien, ni naissance."
"je ne vous dis plus mot.","un air doux, et posé, parmi d'autres enfants, m'inspira de l'amour pour elle, dès quatre ans :"
"je ne vous dis plus mot.","sa mère se trouvant de pauvreté pressée, de la lui demander il me vint la pensée,"
"je ne vous dis plus mot.","et la bonne paysanne, apprenant mon désir, à s'ôter cette charge eut beaucoup de plaisir."
"je ne vous dis plus mot.","dans un petit couvent, loin de toute pratique, je la fis élever, selon ma politique,"
"je ne vous dis plus mot.","c'est-à-dire ordonnant quels soins on emploierait, pour la rendre idiote autant qu'il se pourrait."
"je ne vous dis plus mot.","dieu merci, le succès a suivi mon attente, et grande, je l'ai vue à tel point innocente,"
"je ne vous dis plus mot.","que j'ai béni le ciel d'avoir trouvé mon fait, pour me faire une femme au gré de mon souhait."
"je ne vous dis plus mot.","je l'ai donc retirée ; et comme ma demeure à cent sortes de monde est ouverte à toute heure,"
"je ne vous dis plus mot.","je l'ai mise à l'écart, comme il faut tout prévoir, dans cette autre maison, où nul ne me vient voir ;"
"je ne vous dis plus mot.","et pour ne point gâter sa bonté naturelle, je n'y tiens que des gens tout aussi simples qu'elle."
"je ne vous dis plus mot.","vous me direz pourquoi cette narration ? c'est pour vous rendre instruit de ma précaution."
"je ne vous dis plus mot.","le résultat de tout, est qu'en ami fidèle, ce soir, je vous invite à souper avec elle :"
"je ne vous dis plus mot.","je veux que vous puissez un peu l'examiner, et voir, si de mon choix on me doit condamner."
"j'y consens.","vous pourrez, dans cette conférence, juger de sa personne, et de son innocence."
"pour cet article-là, ce que vous m'avez dit, ne peut…","la vérité passe encor mon récit. dans ses simplicités à tous coups je l'admire,"
"pour cet article-là, ce que vous m'avez dit, ne peut…","et parfois elle en dit, dont je pâme de rire. l'autre jour (pourrait-on se le persuader ?)"
"pour cet article-là, ce que vous m'avez dit, ne peut…","elle était fort en peine, et me vint demander, avec une innocence à nulle autre pareille,"
"pour cet article-là, ce que vous m'avez dit, ne peut…","si les enfants qu'on fait, se faisaient par l'oreille."
"je me réjouis fort, seigneur arnolphe…","bon ; me voulez-vous toujours appeler de ce nom ?"
"ah ! malgré que j'en aie, il me vient à la bouche, et jamais je ne songe à monsieur de la souche.","outre que la maison par ce nom se connaît, la souche, plus qu'arnolphe, à mes oreilles plaît."
"qui diable vous a fait aussi vous aviser, à quarante et deux ans, de vous débaptiser ?","outre que la maison par ce nom se connaît, la souche, plus qu'arnolphe, à mes oreilles plaît."
"et d'un vieux tronc pourri de votre métairie, vous faire dans le monde un nom de seigneurie ?","outre que la maison par ce nom se connaît, la souche, plus qu'arnolphe, à mes oreilles plaît."
"quel abus, de quitter le vrai nom de ses pères pour en vouloir prendre un bâti sur des chimères !","vous pourriez vous passer d'exemples de la sorte : mais enfin de la souche est le nom que je porte ;"
"de la plupart des gens c'est la démangeaison ; et sans vous embrasser dans la comparaison,","j'y vois de la raison, j'y trouve des appas, et m'appeler de l'autre, est ne m'obliger pas."
"je sais un paysan, qu'on appelait gros pierre, qui n'ayant, pour tout bien, qu'un seul quartier de terre,","vous pourriez vous passer d'exemples de la sorte : mais enfin de la souche est le nom que je porte ;"
"y fit tout à l'entour faire un fossé bourbeux, et de monsieur de l'isle en prit le nom pompeux.","j'y vois de la raison, j'y trouve des appas, et m'appeler de l'autre, est ne m'obliger pas."
"cependant la plupart ont peine à s'y soumettre, et je vois même encor des adresses de lettre…","je le souffre aisément de qui n'est pas instruit ; mais vous…"
"soit. là-dessus nous n'aurons point de bruit, et je prendrai le soin d'accoutumer ma bouche","adieu : je frappe ici, pour donner le bonjour, et dire seulement, que je suis de retour."
"à ne plus vous nommer que monsieur de la souche.","adieu : je frappe ici, pour donner le bonjour, et dire seulement, que je suis de retour."
"ma foi je le tiens fou de toutes les manières.","il est un peu blessé sur certaines matières. chose étrange de voir, comme avec passion,"
"ma foi je le tiens fou de toutes les manières.","un chacun est chaussé de son opinion ! holà…"
"qui heurte ?","ouvrez. on aura, que je pense, grande joie à me voir, après dix jours d'absence."
"qui va là ?","moi."
"georgette ?","hé bien ?"
"ouvre là-bas.","vas-y toi."
"vas-y toi.","ma foi je n'irai pas."
"je n'irai pas aussi.","belle cérémonie pour me laisser dehors. holà ho, je vous prie."
"qui frappe ?","votre maître."
"alain ?","quoi ?"
"c'est monsieur, ouvre vite.","ouvre, toi."
"je souffle notre feu.","j'empêche, peur du chat, que mon moineau ne sorte."
"quiconque de vous deux n'ouvrira pas la porte, n'aura point à manger de plus de quatre jours.","par quelle raison y venir quand j'y cours ?"
"ha.","par quelle raison y venir quand j'y cours ?"
"pourquoi plutôt que moi ? le plaisant strodagéme !","ôte-toi donc de là."
"non, ôte-toi, toi-même.","je veux ouvrir la porte."
"et je veux l'ouvrir, moi.","tu ne l'ouvriras pas."
"ni toi non plus.","ni toi."
"il faut que j'aie ici l'âme bien patiente.","au moins c'est moi, monsieur."
"je suis votre servante, c'est moi.","sans le respect de monsieur que voilà, je te…"
"peste.","pardon."
"voyez ce lourdaud-là.","c'est elle aussi, monsieur…"
"que tous deux on se taise. songez à me répondre, et laissons la fadaise.","monsieur, nous nous… monsieur, nous nous por… dieu merci ; nous nous…"
"hé bien, alain, comment se porte-t-on ici ?","arnolphe ôte par trois fois le chapeau de dessus la tête d'alain."
"qui vous apprend, impertinente bête, à parler devant moi, le chapeau sur le tête ?","vous faites bien, j'ai tort."
"faites descendre agnès. à georgette.","triste ? non."
"lorsque je m'en allai, fut-elle triste après ?","triste ? non."
"non !","si fait."
"pourquoi donc…","oui, je meure, elle vous croyait voir de retour à toute heure ;"
"pourquoi donc…","et nous n'oyions jamais passer devant chez nous, cheval, âne, ou mulet, qu'elle ne prît pour vous"
"la besogne à la main, c'est un bon témoignage. hé bien, agnès, je suis de retour du voyage,","oui, monsieur, dieu merci."
"en êtes-vous bien aise ?","oui, monsieur, dieu merci."
"et moi de vous revoir, je suis bien aise aussi : vous vous êtes toujours, comme on voit, bien portée ?","hors les puces, qui m'ont la nuit inquiétée."
"ah ! vous aurez dans peu quelqu'un pour les chasser.","vous me ferez plaisir."
"je le puis bien penser. que faites-vous donc là ?","je me fais des cornettes : vos chemises de nuit, et vos coiffes sont faites."
"ha ! voila qui va bien ; allez, montez là haut, ne vous ennuyez point, je reviendrai tantôt,","ce n'est point par le bien qu'il faut être ébloui ; et pourvu que l'honneur soit… que vois-je ? est-ce ?… oui."
"et je vous parlerai d'affaires importantes. tous étant rentrés.","je me trompe. nenni. si fait. non, c'est lui-même. hor…"
"héroïnes du temps, mesdames les savantes, pousseuses de tendresse et de beaux sentiments,","ce n'est point par le bien qu'il faut être ébloui ; et pourvu que l'honneur soit… que vois-je ? est-ce ?… oui."
"je défie à la fois tous vos vers, vos romans, vos lettres, billets doux, toute votre science,","je me trompe. nenni. si fait. non, c'est lui-même. hor…"
"de valoir cette honnête et pudique ignorance.","ce n'est point par le bien qu'il faut être ébloui ; et pourvu que l'honneur soit… que vois-je ? est-ce ?… oui."
"seigneur ar…","horace."
"arnolphe.","ah ! joie extrême ! et depuis quand ici ?"
"depuis neuf jours.","vraiment…"
"je fus d'abord chez vous, mais inutilement.","j'étais à la campagne."
"oui, depuis deux journées.","ô comme les enfants croissent en peu d'années ! j'admire de le voir au point où le voilà,"
"oui, depuis deux journées.","après que je l'ai vu pas plus grand que cela."
"vous voyez.","mais, de grâce, oronte votre père, mon bon et cher ami, que j'estime et révère,"
"vous voyez.","que fait-il ? que dit-il ? est-il toujours gaillard ? à tout ce qui le touche, il sait que je prends part."
"vous voyez.","nous ne nous sommes vus depuis quatre ans ensemble."
"ni, qui plus est, écrit l'un à l'autre, me semble. il est, seigneur arnolphe, encore plus gai que nous,","non : vous a-t-on point dit comme on le nomme ?"
"et j'avais de sa part une lettre pour vous ; mais depuis par une autre il m'apprend sa venue,","non : vous a-t-on point dit comme on le nomme ?"
"et la raison encor ne m'en est pas connue. savez-vous qui peut être un de vos citoyens,","non : vous a-t-on point dit comme on le nomme ?"
"qui retourne en ces lieux avec beaucoup de biens, qu'il s'est en quatorze ans acquis dans l'amérique ?","non : vous a-t-on point dit comme on le nomme ?"
"enrique.","non."
"mon père m'en parle, et qu'il est revenu, comme s'il devait m'être entièrement connu,","j'aurai certainement grande joie à le voir, et pour le régaler, je ferai mon pouvoir."
"et m'écrit qu'en chemin ensemble ils se vont mettre, pour un fait important que ne dit point sa lettre.","après avoir lu la lettre. il faut, pour des amis, des lettres moins civiles,"
"mon père m'en parle, et qu'il est revenu, comme s'il devait m'être entièrement connu,","et tous ces compliments sont choses inutiles ; sans qu'il prît le souci de m'en écrire rien,"
"et m'écrit qu'en chemin ensemble ils se vont mettre, pour un fait important que ne dit point sa lettre.","vous pouvez librement disposer de mon bien."
"je suis homme à saisir les gens par leurs paroles, et j'ai présentement besoin de cent pistoles.","ma foi, c'est m'obliger, que d'en user ainsi, et je me réjouis de les avoir ici."
"je suis homme à saisir les gens par leurs paroles, et j'ai présentement besoin de cent pistoles.","gardez aussi la bourse."
"il faut…","laissons ce style. hé bien, comment encor trouvez-vous cette ville ?"
"nombreuse en citoyens, superbe en bâtiments, et j'en crois merveilleux les divertissements.","chacun a ses plaisirs, qu'il se fait à sa guise : mais pour ceux que du nom de galants on baptise,"
"nombreuse en citoyens, superbe en bâtiments, et j'en crois merveilleux les divertissements.","ils ont de ce pays de quoi se contenter, car les femmes y sont faites à coqueter."
"nombreuse en citoyens, superbe en bâtiments, et j'en crois merveilleux les divertissements.","on trouve d'humeur douce et la brune, et la blonde, et les maris aussi les plus bénins du monde :"
"nombreuse en citoyens, superbe en bâtiments, et j'en crois merveilleux les divertissements.","c'est un plaisir de prince, et des tours que je vois, je me donne souvent la comédie à moi."
"nombreuse en citoyens, superbe en bâtiments, et j'en crois merveilleux les divertissements.","peut-être en avez-vous déjà féru quelqu'une : vous est-il point encore arrivé de fortune ?"
"nombreuse en citoyens, superbe en bâtiments, et j'en crois merveilleux les divertissements.","les gens faits comme vous, font plus que les écus, et vous êtes de taille à faire des cocus."
"à ne vous rien cacher de la vérité pure j'ai d'amour en ces lieux eu certaine aventure,","bon, voici de nouveau quelque conte gaillard, et ce sera de quoi mettre sur mes tablettes."
"et l'amitié m'oblige à vous faire part.","bon, voici de nouveau quelque conte gaillard, et ce sera de quoi mettre sur mes tablettes."
"mais, de grâce, qu'au moins ces choses soient secrètes.","oh."
"vous n'ignorez pas qu'en ces occasions. un secret éventé rompt nos prétentions.","et c'est ?"
"je vous avouerai donc avec pleine franchise, qu'ici d'une beauté mon âme s'est éprise.","et c'est ?"
"mes petits soins d'abord ont eu tant de succès, que je me suis chez elle ouvert un doux accès ;","et c'est ?"
"et sans trop me vanter ni lui faire une injure, mes affaires y sont en fort bonne posture.","et c'est ?"
"un jeune objet qui loge en ce logis, dont vous voyez d'ici que les murs sont rougis ;","ah ! je crève."
"simple à la vérité, par l'erreur sans seconde d'un homme qui la cache au commerce du monde,","ah ! je crève."
"mais qui dans l'ignorance où l'on veut l'asservir, fait briller des attraits capables de ravir,","ah ! je crève."
"un air tout engageant, je ne sais quoi de tendre, dont il n'est point de cœur qui se puisse défendre.","ah ! je crève."
"mais, peut-être, il n'est pas que vous n'ayez bien vu ce jeune astre d'amour de tant d'attraits pourvu :","ah ! je crève."
"c'est agnès qu'on l'appelle.","ah ! je crève."
"pour l'homme, c'est, je crois, de la zousse, ou source, qu'on le nomme,","la fâcheuse pilule !"
"je ne me suis pas fort arrêté sur le nom ; riche, à ce qu'on m'a dit, mais des plus sensés, non,","la fâcheuse pilule !"
"et l'on m'en a parlé comme d'un ridicule. le connaissez-vous point ?","la fâcheuse pilule !"
"eh ! vous ne dites mot ?","eh oui, je le connais."
"c'est un fou, n'est-ce pas ?","eh…"
"qu'en dites-vous ? quoi ? eh ? c'est-à-dire oui. jaloux à faire rire.","non, c'est que je songeais…"
"sot ? je vois qu'il en est ce que l'on m'a pu dire. enfin l'aimable agnès a su m'assujettir.","non, c'est que je songeais…"
"c'est un joli bijou, pour ne vous point mentir, et ce serait péché, qu'une beauté si rare","non, c'est que je songeais…"
"fût laissée au pouvoir de cet homme bizarre. pour moi, tous mes efforts, tous mes vœux les plus doux,","non, c'est que je songeais…"
"vont à m'en rendre maître, en dépit du jaloux ; et l'argent que de vous j'emprunte avec franchise,","non, c'est que je songeais…"
"n'est que pour mettre à bout cette juste entreprise. vous savez mieux que moi quels que soient nos efforts,","non, c'est que je songeais…"
"que l'argent est la clef de tous les grands ressorts, et que ce doux métal qui frappe tant de têtes,","non, c'est que je songeais…"
"en amour, comme en guerre, avance les conquêtes. vous me semblez chagrin ; serait-ce qu'en effet","non, c'est que je songeais…"
"vous désapprouveriez le dessein que j'ai fait ?","non, c'est que je songeais…"
"cet entretien vous lasse ; adieu, j'irai chez vous tantôt vous rendre grâce.","ah ! faut-il…"
"derechef, veuillez être discret, et n'allez pas, de grâce, éventer mon secret.","que je sens dans mon âme…"
"et surtout à mon père, qui s'en ferait peut-être un sujet de colère.","oh… oh que j'ai souffert durant cet entretien ! jamais trouble d'esprit ne fut égal au mien."
"et surtout à mon père, qui s'en ferait peut-être un sujet de colère.","avec quelle imprudence, et quelle hâte extrême, il m'est venu conter cette affaire à moi-même !"
"et surtout à mon père, qui s'en ferait peut-être un sujet de colère.","bien que mon autre nom le tienne dans l'erreur, étourdi, montra-t-il jamais tant de fureur ?"
"et surtout à mon père, qui s'en ferait peut-être un sujet de colère.","mais ayant tant souffert, je devais me contraindre, jusques à m'éclaircir de ce que je dois craindre,"
"et surtout à mon père, qui s'en ferait peut-être un sujet de colère.","à pousser jusqu'au bout son caquet indiscret, et savoir pleinement leur commerce secret."
"et surtout à mon père, qui s'en ferait peut-être un sujet de colère.","tâchons à le rejoindre, il n'est pas loin, je pense, tirons-en de ce fait l'entière confidence ;"
"et surtout à mon père, qui s'en ferait peut-être un sujet de colère.","je tremble du malheur qui m'en peut arriver,"
"il m'est, lorsque j'y pense, avantageux sans doute, d'avoir perdu mes pas, et pu manquer sa route :","ah ! monsieur, cette fois…"
"car enfin, de mon cœur le trouble impérieux, n'eût pu se renfermer tout entier à ses yeux,","ah ! monsieur, cette fois…"
"il eût fait éclater l'ennui qui me dévore, et je ne voudrais pas qu'il sût ce qu'il ignore.","ah ! monsieur, cette fois…"
"mais je ne suis pas homme à gober le morceau, et laisser un champ libre aux vœux du damoiseau,","ah ! monsieur, cette fois…"
"j'en veux rompre le cours, et sans tarder, apprendre jusqu'où l'intelligence entre eux a pu s'étendre :","ah ! monsieur, cette fois…"
"j'y prends, pour mon honneur, un notable intérêt ; je la regarde en femme, aux termes qu'elle en est,","ah ! monsieur, cette fois…"
"elle n'a pu faillir, sans me couvrir de honte, et tout ce qu'elle a fait, enfin est sur mon compte.","ah ! monsieur, cette fois…"
"éloignement fatal ! voyage malheureux ! frappant à la porte.","ah ! monsieur, cette fois…"
"paix. venez-çà tous deux : passez-là, passez-là. venez-là, venez dis-je.","ah ! vous me faites peur, et tout mon sang se fige."
"c'est donc ainsi, qu'absent, vous m'avez obéi, et tous deux, de concert, vous m'avez donc trahi ?","eh ne me mangez pas, monsieur, je vous conjure."
"quelque chien enragé l'a mordu, je m'assure.","ouf. je ne puis parler, tant je suis prévenu, je suffoque, et voudrais me pouvoir mettre nu."
"quelque chien enragé l'a mordu, je m'assure.","vous avez donc souffert, ô canaille maudite, qu'un homme soit venu… tu veux prendre la fuite ?"
"quelque chien enragé l'a mordu, je m'assure.","il faut que surlechamp… si tu bouges… je veux que vous me disiez… euh ? oui, je veux que tous deux…"
"quelque chien enragé l'a mordu, je m'assure.","quiconque remuera, par la mort, je l'assomme. comme est-ce que chez moi s'est introduit cet homme ?"
"quelque chien enragé l'a mordu, je m'assure.","eh ? parlez, dépêchez, vite, promptement, tôt, sans rêver, veut-on dire ?"
"ah, ah.","le cœur me faut."
"je meurs.","je suis en eau, prenons un peu d'haleine, il faut que je m'évente, et que je me promène."
"je meurs.","aurais-je deviné, quand je l'ai vu petit, qu'il croîtrait pour cela ! ciel ! que mon cœur pâtit !"
"je meurs.","je pense qu'il vaut mieux que de sa propre bouche je tire avec douceur l'affaire qui me touche :"
"je meurs.","tâchons à modérer notre ressentiment. patience, mon cœur, doucement, doucement."
"je meurs.","levez-vous, et rentrant, faites qu'agnès descende. arrêtez. sa surprise en deviendrait moins grande,"
"je meurs.","du chagrin qui me trouble, ils iraient l'avertir ; et moi-même je veux l'aller faire sortir."
"je meurs.","que l'on m'attende ici."
"mon dieu, qu'il est terrible ! ses regards m'ont fait peur, mais une peur horrible,","ce monsieur l'a fâché, je te le disais bien."
"et jamais je ne vis un plus hideux chrétien.","ce monsieur l'a fâché, je te le disais bien."
"mais que diantre est-ce là, qu'avec tant de rudesse il nous fait au logis garder notre maîtresse ?","c'est que cette action le met en jalousie."
"d'où vient qu'à tout le monde il veut tant la cacher, et qu'il ne saurait voir personne en approcher ?","c'est que cette action le met en jalousie."
"mais d'où vient qu'il est pris de cette fantaisie ?","cela vient… cela vient, de ce qu'il est jaloux."
"oui : mais pourquoi l'est-il ? et pourquoi ce courroux ?","c'est que la jalousie… entends-tu bien, georgette, est une chose… là… qui fait qu'on s'inquiète…"
"oui : mais pourquoi l'est-il ? et pourquoi ce courroux ?","et qui chasse les gens d'autour d'une maison. je m'en vais te bailler une comparaison,"
"oui : mais pourquoi l'est-il ? et pourquoi ce courroux ?","afin de concevoir la chose davantage. dis-moi, n'est-il pas vrai, quand tu tiens ton potage,"
"oui : mais pourquoi l'est-il ? et pourquoi ce courroux ?","que si quelque affamé venait pour en manger, tu serais en colère, et voudrais le charger ?"
"oui, je comprends cela.","c'est justement tout comme. la femme est en effet le potage de l'homme ;"
"oui, je comprends cela.","et quand un homme voit d'autres hommes parfois, qui veulent dans sa soupe aller tremper leurs doigts,"
"oui, je comprends cela.","il en montre aussitôt une colère extrême."
"oui : mais pourquoi chacun n'en fait-il pas de même ? et que nous en voyons qui paraissent joyeux,","c'est que chacun n'a pas cette amitié goulue, qui n'en veut que pour soi."
"lorsque leurs femmes sont avec les biaux monsieux ?","c'est que chacun n'a pas cette amitié goulue, qui n'en veut que pour soi."
"si je n'ai la berlue, je le vois qui revient.","tes yeux sont bons, c'est lui."
"vois comme il est chagrin.","c'est qu'il a de l'ennui."
"un certain grec, disait à l'empereur auguste, comme une instruction utile, autant que juste,","la promenade est belle."
"que lorsqu'une aventure en colère nous met, nous devons, avant tout, dire notre alphabet.","la promenade est belle."
"afin que dans ce temps la bile se tempère, et qu'on ne fasse rien que l'on ne doive faire.","la promenade est belle."
"j'ai suivi sa leçon sur le sujet d'agnès ; et je la fais venir dans ce lieu tout exprès,","la promenade est belle."
"sous prétexte d'y faire un tour de promenade ; afin que les soupçons de mon esprit malade","la promenade est belle."
"puissent sur le discours la mettre adroitement : et lui sondant le cœur s'éclaircir doucement.","la promenade est belle."
"venez, agnès. rentrez.","la promenade est belle."
"fort belle.","le beau jour !"
"fort beau !","quelle nouvelle ?"
"le petit chat est mort.","c'est dommage : mais quoi nous sommes tous mortels, et chacun est pour soi."
"le petit chat est mort.","lorsque j'étais aux champs n'a-t-il point fait de pluie ?"
"non.","vous ennuyait-il ?"
"jamais je ne m'ennuie.","qu'avez-vous fait encor ces neuf ou dix jours-ci ?"
"six chemises, je pense, et six coiffes aussi.","le monde, chère agnès, est une étrange chose. voyez la médisance, et comme chacun cause."
"six chemises, je pense, et six coiffes aussi.","quelques voisins m'ont dit : qu'un jeune homme inconnu, était en mon absence à la maison venu ;"
