INPUT,TARGET
"Il est vrai, je la trouve détestable ; morbleu détestable du dernier détestable ; ce qu’on appelle détestable.","Et moi, mon cher Marquis, je trouve le jugement détestable."
"Quoi Chevalier, est-ce que tu prétends soutenir cette Pièce ?",Oui je prétends la soutenir.
"Parbleu, je la garantis détestable.","La caution n’est pas Bourgeoise. Mais, Marquis, par quelle raison, de grâce, cette Comédie est-elle ce que tu dis ?"
Pourquoi elle est détestable ?,Oui.
"Elle est détestable, parce qu’elle est détestable.","Après cela, il n’y a plus rien à dire : voilà son procès fait. Mais encore instruis-nous, et nous dis les défauts qui y sont."
"Que sais-je moi ? je ne me suis pas seulement donné la peine de l’écouter. Mais enfin je sais bien que je n’ai jamais rien vu de si méchant, Dieu me damne ; et Dorilas, contre qui j’étais a été de mon avis.","L’autorité est belle, et te voilà bien appuyé."
"Il ne faut que voir les continuels éclats de rire que le Parterre y fait : je ne veux point d’autre chose, pour témoigner qu’elle ne vaut rien.","Tu es donc, Marquis, de ces Messieurs du bel air, qui ne veulent pas que le Parterre ait du sens commun, et qui seraient fâchés d’avoir ri avec lui, fût-ce de la meilleure chose du monde ? Je vis l’autre jour sur le Théâtre un de nos amis qui se rendit ridicule par là. Il écouta toute la Pièce avec un sérieux le plus sombre du monde : et tout ce qui égayait les autres ridait son front. À tous les éclats de risée, il haussait les épaules, et regardait le Parterre en pitié ; et quelquefois aussi le regardant avec dépit, il lui disait tout haut, Ris donc, Parterre, ris donc. Ce fut une seconde Comédie, que le chagrin de notre ami ; il la donna en galant homme à toute l’assemblée ; et chacun demeura d’accord qu’on ne pouvait pas mieux jouer, qu’il fit. Apprends, Marquis, je te prie, et les autres aussi, que le bon sens n’a point de place déterminée à la Comédie ; que la différence du demi-Louis d’or, et de la pièce de quinze sols, ne fait rien du tout au bon goût ; que debout et assis on peut donner un mauvais jugement ; et qu’enfin, à le prendre en général, je me fierais assez à l’approbation du Parterre, par la raison qu’entre ceux qui le composent, il y en a plusieurs qui sont capables de juger d’une pièce selon les règles, et que les autres en jugent par la bonne façon d’en juger, qui est de se laisser prendre aux choses, et de n’avoir ni prévention aveugle, ni complaisance affectée, ni délicatesse ridicule."
"Te voilà donc, Chevalier, le défenseur du Parterre ? Parbleu, je m’en réjouis, et je ne manquerai pas de l’avertir, que tu es de ses amis. Hay, hay, hay, hay, hay, hay.","Ris tant que tu voudras ; je suis pour le bon sens, et ne saurais souffrir les ébullitions de cerveau de nos marquis de Mascarille. J’enrage de voir de ces gens qui se traduisent en ridicules, malgré leur qualité ; de ces gens qui décident toujours, et parlent hardiment de toutes choses, sans s’y connaître ; qui dans une Comédie se récrieront aux méchants endroits, et ne branleront pas à ceux qui sont bons ; qui voyant un tableau, ou écoutant un concert de musique, blâment de même, et louent tout à contre-sens, prennent par où ils peuvent les termes de l’Art qu’ils attrapent, et ne manquent jamais de les estropier, et de les mettre hors de place. Eh ! Morbleu, Messieurs, taisez-vous, quand Dieu ne vous a pas donné la connaissance d’une chose ; n’apprêtez point à rire à ceux qui vous entendent parler ; et songez qu’en ne disant mot, on croira, peut-être, que vous êtes d’habiles gens."
"Parbleu, Chevalier, tu le prends là…","Mon Dieu Marquis ce n’est pas à toi que je parle. C’est à une douzaine de messieurs qui déshonorent les gens de Cour par leurs manières extravagantes, et font croire parmi le peuple que nous nous ressemblons tous. Pour moi je m’en veux justifier, le plus qu’il me sera possible ; et je les dauberai tant, en toutes rencontres, qu’à la fin ils se rendront sages."
"Dis-moi, un peu, Chevalier, crois-tu que Lysandre ait de l’esprit ?","Oui, sans doute, et beaucoup."
C’est une chose qu’on ne peut pas nier.,"Demandez-lui ce qui lui semble de L’École des Femmes : vous verrez qu’il vous dira, qu’elle ne lui plaît pas."
"Eh mon Dieu ! il y en a beaucoup que le trop d’esprit gâte ; qui voient mal les choses à force de lumière ; et même qui seraient bien fâchés d’être de l’avis des autres, pour avoir la gloire de décider.","Il est vrai ; notre ami est de ces gens-là, sans doute. Il veut être le premier de son opinion, et qu’on attende par respect son jugement. Toute approbation qui marche avant la sienne est un attentat sur ses lumières, dont il se venge hautement en prenant le contraire parti. Il veut qu’on le consulte sur toutes les affaires d’esprit ; et je suis sûre que si l’Auteur lui eût montré sa Comédie, avant que de la faire voir au public, il l’eût trouvée la plus belle du monde."
"Et que direz-vous de la Marquise Araminte, qui la publie partout pour épouvantable, et dit qu’elle n’a pu jamais souffrir les ordures dont elle est pleine ?","Je dirai que cela est digne du Caractère qu’elle a pris ; et qu’il y a des personnes, qui se rendent ridicules, pour vouloir avoir trop d’honneur. Bien qu’elle ait de l’esprit, elle a suivi le mauvais exemple de celles, qui étant sur le retour de l’âge, veulent remplacer de quelque chose ce qu’elles voient qu’elles perdent ; et prétendent que les grimaces d’une pruderie scrupuleuse, leur tiendront lieu de jeunesse et de beauté. Celle-ci pousse l’affaire plus avant qu’aucune, et l’habileté de son scrupule découvre des saletés, où jamais personne n’en avait vu. On tient qu’il va, ce scrupule, jusques à défigurer notre langue, et qu’il n’y a point presque de mots, dont la sévérité de cette Dame ne veuille retrancher ou la tête, ou la queue, pour les syllabes déshonnêtes qu’elle y trouve."
"Vous êtes bien fou, Chevalier.","Enfin, Chevalier, tu crois défendre ta Comédie, en faisant la satire de ceux qui la condamnent."
Non pas ; mais je tiens que cette Dame se scandalise à tort…,"Tout beau, Monsieur le Chevalier : il pourrait y en avoir d’autres qu’elle, qui seraient dans les mêmes sentiments."
"Je sais bien que ce n’est pas vous, au moins ; et que lorsque vous avez vu cette représentation…","Il est vrai, mais j’ai changé d’avis, et Madame sait appuyer le sien, par des raisons si convaincantes, qu’elle m’a entraînée de son côté."
"Ah ! Madame, je vous demande pardon ; et si vous le voulez, je me dédirai, pour l’amour de vous, de tout ce que j’ai dit.","Je ne veux pas que ce soit pour l’amour de moi ; mais pour l’amour de la raison : car enfin cette pièce, à le bien prendre, est tout à fait indéfendable ; et je ne conçois pas…"
"Ah ! voici l’auteur, Monsieur Lysidas : il vient tout à propos, pour cette matière. Monsieur Lysidas ; prenez un siège vous-même, et vous mettez là.","Madame ; je viens un peu tard ; mais il m’a fallu lire ma Pièce chez Madame la Marquise, dont je vous avais parlé ; et les louanges, qui lui ont été données, m’ont retenu une heure, plus que je ne croyais."
C’est un grand charme que les louanges pour arrêter un Auteur.,"Asseyez-vous donc, Monsieur Lysidas ; nous lirons votre Pièce après souper."
"Tous ceux qui étaient là, doivent venir à sa première représentation, et m’ont promis de faire leur devoir comme il faut.","Je le crois : mais, encore une fois asseyez-vous, s’il vous plaît : Nous sommes ici sur une matière que je serai bien aise que nous poussions."
"Je pense Madame, que vous retiendrez aussi une loge pour ce jour-là.",Nous verrons. Poursuivons de grâce notre discours.
"Je vous donne avis, Madame, qu’elles sont presque toutes retenues.","Voilà qui est bien. Enfin j’avais besoin de vous, lorsque vous êtes venu, et tout le monde était ici contre moi."
"Il s’est mis d’abord de votre côté, mais maintenant qu’il sait que Madame est à la tête du parti contraire, je pense que vous n’avez qu’à chercher un autre secours.","Non, non, je ne voudrais pas qu’il fît mal sa Cour auprès de Madame votre cousine, et je permets à son esprit d’être du parti de son cœur."
"Avec cette permission, Madame, je prendrai la hardiesse de me défendre.",Mais auparavant sachons un peu les sentiments de Monsieur Lysidas.
"Sur quoi, Madame ?",Sur le sujet de L’École des Femmes.
"Ha, ha.",Que vous en semble.
"Je n’ai rien à dire là-dessus ; et vous savez qu’entre nous autres Auteurs, nous devons parler des Ouvrages les uns des autres, avec beaucoup de circonspection.","Mais encore, entre nous, que pensez-vous de cette Comédie ?"
"Moi, Monsieur ?","De bonne foi, dites-nous votre avis."
Je la trouve fort belle.,Assurément ?
Assurément ; pourquoi non ? N’est-elle pas en effet la plus belle du monde ?,"Hom, hom, vous êtes un méchant diable, Monsieur Lysidas ; vous ne dites pas ce que vous pensez."
Pardonnez-moi.,"Mon Dieu, je vous connais ; ne dissimulons point."
Moi Monsieur ?,"Je vois bien que le bien que vous dites de cette Pièce n’est que par honnêteté ; et que dans le fond du cœur, vous êtes de l’avis de beaucoup de gens, qui la trouvent mauvaise."
"Hay, hay, hay.","Avouez, ma foi, que c’est une méchante chose que cette Comédie."
Il est vrai qu’elle n’est pas approuvée par les Connaisseurs.,"Ma foi, Chevalier, tu en tiens, et te voilà payé de ta raillerie, ah, ah, ah, ah, ah."
"Pousse, mon cher Marquis, pousse.",Tu vois que nous avons les Savants de notre côté.
"Il est vrai, le jugement de Monsieur Lysidas est quelque chose de considérable ; mais Monsieur Lysidas veut bien que je ne me rende pas pour cela. Et puisque j’ai bien l’audace de me défendre contre les sentiments de Madame, il ne trouvera pas mauvais que je combatte les siens.","Quoi vous voyez contre vous Madame, Monsieur le Marquis, et Monsieur Lysidas, et vous osez résister encore ? Fi que cela est de mauvaise grâce."
"Voilà qui me confond, pour moi, que des personnes raisonnables se puissent mettre en tête de donner protection aux sottises de cette Pièce !","Dieu me damne, Madame, elle est misérable depuis le commencement jusqu’à la fin."
"Cela est bientôt dit, Marquis ; il n’est rien plus aisé que de trancher ainsi, et je ne vois aucune chose, qui puisse être à couvert de la souveraineté de tes décisions.","Parbleu, tous les autres Comédiens qui étaient là pour la voir, en ont dit tous les maux du monde."
"Ah ! je ne dis plus mot, tu as raison, Marquis ; puisque les autres Comédiens en disent du mal, il faut les en croire assurément. Ce sont tous gens éclairés, et qui parlent sans intérêt, il n’y a plus rien à dire, je me rends.","Rendez-vous, ou ne vous rendez pas, je sais fort bien que vous ne me persuaderez point de souffrir les immodesties de cette Pièce ; non plus que les satires désobligeantes qu’on y voit contre les Femmes."
"Pour moi, je me garderai bien de m’en offenser, et de prendre rien sur mon compte de tout ce qui s’y dit. Ces sortes de satires tombent directement sur les mœurs, et ne frappent les personnes que par réflexion. N’allons point nous appliquer nous-mêmes les traits d’une censure générale ; et profitons de la leçon, si nous pouvons, sans faire semblant qu’on parle à nous. Toutes les peintures ridicules qu’on expose sur les Théâtres doivent être regardées sans chagrin de tout le monde. Ce sont miroirs publics où il ne faut jamais témoigner qu’on se voie ; et c’est se taxer hautement d’un défaut, que se scandaliser qu’on le reprenne.","Pour moi je ne parle pas de ces choses, par la part que j’y puisse avoir ; et je pense que je vis d’un air dans le monde, à ne pas craindre d’être cherchée dans les peintures qu’on fait là des femmes qui se gouvernent mal."
"Assurément, Madame, on ne vous y cherchera point ; votre conduite est assez connue ; et ce sont de ces sortes de choses qui ne sont contestées de personne.","Aussi, Madame, n’ai-je rien dit qui aille à vous ; et mes paroles, comme les Satires de la Comédie, demeurent dans la thèse générale."
"Je n’en doute pas, Madame. Mais enfin passons sur ce chapitre. Je ne sais pas de quelle façon vous recevez les injures qu’on dit à notre sexe dans un certain endroit de la pièce ; et pour moi je vous avoue que je suis dans une colère épouvantable, de voir que cet auteur impertinent nous appelle des animaux.",Ne voyez-vous pas que c’est un ridicule qu’il fait parler ?
"Et puis, Madame, ne savez-vous pas que les injures des Amants n’offensent jamais ? qu’il est des amours emportés aussi bien que des doucereux ? et qu’en de pareilles occasions les paroles les plus étranges, et quelque chose de pis encore, se prennent bien souvent pour des marques d’affection par celles mêmes qui les reçoivent ?","Dites tout ce que vous voudrez, je ne saurais digérer cela, non plus que le potage, et la tarte à la crème, dont Madame a parlé tantôt."
"Ah ! ma foi oui, tarte à la crème. Voilà ce que j’avais remarqué tantôt ; tarte à la crème. Que je vous suis obligé, Madame, de m’avoir fait souvenir de tarte à la crème. Y a-t-il assez de pommes en Normandie pour tarte à la crème ? Tarte à la crème, morbleu, Tarte à la crème !","Eh bien que veux-tu dire, tarte à la crème ?"
"Parbleu, tarte à la crème, Chevalier.",Mais encore ?
Tarte à la crème.,Dis-nous un peu tes raisons.
Tarte à la crème.,"Mais il faut expliquer sa pensée, ce me semble."
"Tarte à la crème, Madame.",Que trouvez-vous là à redire ?
"Moi, rien ; tarte à la crème.",Ah ! je le quitte.
"Monsieur le Marquis s’y prend bien, et vous bourre de la belle manière. Mais je voudrais bien que Monsieur Lysidas voulût les achever, et leur donner quelques petits coups de sa façon.","Ce n’est pas ma coutume de rien blâmer, et je suis assez indulgent pour les ouvrages des autres. Mais enfin, sans choquer l’amitié que Monsieur le Chevalier témoigne pour l’Auteur, on m’avouera que ces sortes de Comédies ne sont pas proprement des Comédies, et qu’il y a une grande différence de toutes ces bagatelles, à la beauté des pièces sérieuses. Cependant tout le monde donne là dedans aujourd’hui ; on ne court plus qu’à cela ; et l’on voit une solitude effroyable aux grands ouvrages, lorsque des sottises ont tout Paris. Je vous avoue que le cœur m’en saigne quelquefois, et cela est honteux pour la France."
"Il est vrai que le goût des gens est étrangement gâté là-dessus, et que le siècle s’encanaille furieusement.","Celui-là est joli encore, s’encanaille. Est-ce vous qui l’avez inventé, Madame ?"
Hé !,Je m’en suis bien doutée.
"Vous croyez donc, Monsieur Lysidas, que tout l’esprit et toute la beauté sont dans les Poèmes sérieux, et que les Pièces Comiques sont des niaiseries qui ne méritent aucune louange ?","Ce n’est pas mon sentiment, pour moi. La Tragédie, sans doute, est quelque chose de beau quand elle est bien touchée ; mais la Comédie a ses charmes, et je tiens que l’une n’est pas moins difficile à faire que l’autre."
"Assurément, Madame, et quand pour la difficulté vous mettriez un plus du côté de la Comédie, peut-être que vous ne vous abuseriez pas. Car enfin, je trouve qu’il est bien plus aisé de se guinder sur de grands sentiments, de braver en Vers la Fortune, accuser les Destins, et dire des injures aux Dieux, que d’entrer comme il faut dans le ridicule des hommes, et de rendre agréablement sur le Théâtre les défauts de tout le monde. Lorsque vous peignez des Héros, vous faites ce que vous voulez ; ce sont des portraits à plaisir, où l’on ne cherche point de ressemblance ; et vous n’avez qu’à suivre les traits d’une imagination qui se donne l’essor, et qui souvent laisse le vrai pour attraper le merveilleux. Mais lorsque vous peignez les hommes, il faut peindre d’après Nature ; on veut que ces portraits ressemblent ; et vous n’avez rien fait si vous n’y faites reconnaître les gens de votre siècle. En un mot, dans les pièces sérieuses, il suffit, pour n’être point blâmé, de dire des choses qui soient de bon sens, et bien écrites : Mais ce n’est pas assez dans les autres ; il y faut plaisanter ; et c’est une étrange entreprise que celle de faire rire les honnêtes gens.","Je crois être du nombre des honnêtes gens, et cependant je n’ai pas trouvé le mot pour rire dans tout ce que j’ai vu."
"Ma foi, ni moi non plus.","Pour toi, Marquis, je ne m’en étonne pas ; c’est que tu n’y as point trouvé de Turlupinades."
"Ma foi, Monsieur, ce qu’on y rencontre ne vaut guère mieux, et toutes les plaisanteries y sont assez froides, à mon avis.",La Cour n’a pas trouvé cela.
"Ah ! Monsieur, la Cour.","Achevez, Monsieur Lysidas. Je vois bien que vous voulez dire que la Cour ne se connaît pas à ces choses ; et c’est le refuge ordinaire de vous autres Messieurs les Auteurs, dans le mauvais succès de vos ouvrages, que d’accuser l’injustice du siècle, et le peu de lumière des Courtisans. Sachez, s’il vous plaît, Monsieur Lysidas, que les Courtisans ont d’aussi bons yeux que d’autres ; qu’on peut être habile avec un point de Venise, et des plumes, aussi bien qu’avec une perruque courte, et un petit rabat uni : que la grande épreuve de toutes vos Comédies, c’est le jugement de la Cour ; que c’est son goût qu’il faut étudier pour trouver l’art de réussir ; qu’il n’y a point de lieu où les décisions soient si justes ; et sans mettre en ligne de compte tous les gens savants qui y sont, que du simple bon sens naturel et du commerce de tout le beau monde, on s’y fait une manière d’esprit, qui, sans comparaison, juge plus finement des choses, que tout le savoir enrouillé des Pédants."
"Il est vrai que pour peu qu’on y demeure, il vous passe là tous les jours assez de choses devant les yeux, pour acquérir quelque habitude de les connaître, et surtout pour ce qui est de la bonne et mauvaise plaisanterie.","La Cour a quelques ridicules, j’en demeure d’accord, et je suis, comme on voit, le premier à les fronder. Mais, ma foi, il y en a un grand nombre parmi les beaux Esprits de profession ; et si l’on joue quelques Marquis, je trouve qu’il y a bien plus de quoi jouer les Auteurs, et que ce serait une chose plaisante à mettre sur le Théâtre, que leurs grimaces savantes, et leurs raffinements ridicules ; leur vicieuse coutume d’assassiner les gens de leurs ouvrages ; leur friandise de louanges ; leurs ménagements de pensées ; leur trafic de réputation ; et leurs ligues offensives et défensives ; aussi bien que leurs guerres d’esprit, et leurs combats de Prose, et de Vers."
"Molière est bien heureux, Monsieur, d’avoir un protecteur aussi chaud que vous. Mais enfin, pour venir au fait, il est question de savoir si sa pièce est bonne, et je m’offre d’y montrer partout cent défauts visibles.","C'est une étrange chose de vous autres Messieurs les Poètes, que vous condamniez toujours les Pièces où tout le monde court, et ne disiez jamais du bien que de celles où personne ne va. Vous montrez pour les unes une haine invincible, et pour les autres une tendresse qui n’est pas concevable."
C’est qu’il est généreux de se ranger du côté des affligés.,"Mais de grâce, Monsieur Lysidas, faites-nous voir ces défauts, dont je ne me suis point aperçue."
"Ceux qui possèdent Aristote et Horace voient d’abord, Madame, que cette comédie pèche contre toutes les règles de l’art.","Je vous avoue que je n’ai aucune habitude avec ces Messieurs-là, et que je ne sais point les règles de l’art."
"Vous êtes de plaisantes gens avec vos règles dont vous embarrassez les ignorants, et nous étourdissez tous les jours. Il semble, à vous ouïr parler, que ces règles de l’art soient les plus grands Mystères du monde, et cependant ce ne sont que quelques observations aisées que le bon sens a faites sur ce qui peut ôter le plaisir que l’on prend à ces sortes de Poèmes ; et le même bon sens qui a fait autrefois ces observations, les fait aisément tous les jours, sans le secours d’Horace et d’Aristote. Je voudrais bien savoir si la grande règle de toutes les règles n’est pas de plaire ; et si une pièce de Théâtre qui a attrapé son but n’a pas suivi un bon chemin. Veut-on que tout un public s’abuse sur ces sortes de choses, et que chacun n’y soit pas juge du plaisir qu’il y prend ?","J’ai remarqué une chose de ces Messieurs-là ; c’est que ceux qui parlent le plus des règles, et qui les savent mieux que les autres, font des Comédies que personne ne trouve belles."
"Et c’est ce qui marque, Madame, comme on doit s’arrêter peu à leurs disputes embarrassées. Car enfin, si les pièces qui sont selon les règles ne plaisent pas, et que celles qui plaisent ne soient pas selon les règles, il faudrait de nécessité que les règles eussent été mal faites. Moquons-nous donc de cette chicane où ils veulent assujettir le goût du public, et ne consultons dans une Comédie que l’effet qu’elle fait sur nous. Laissons-nous aller de bonne foi aux choses qui nous prennent par les entrailles, et ne cherchons point de raisonnements pour nous empêcher d’avoir du plaisir.","Pour moi, quand je vois une Comédie, je regarde seulement si les choses me touchent, et lorsque je m’y suis bien divertie, je ne vais point demander si j’ai eu tort, et si les règles d’Aristote me défendaient de rire."
"C’est justement comme un homme qui aurait trouvé une sauce, excellente, et qui voudrait examiner si elle est bonne, sur les préceptes du Cuisinier français.",Il est vrai ; et j’admire les raffinements de certaines gens sur des choses que nous devons sentir par nous-mêmes.
"Vous avez raison Madame, de les trouver étranges tous ces raffinements mystérieux. Car enfin, s’ils ont lieu, nous voilà réduits à ne nous plus croire ; nos propres sens seront esclaves en toutes choses ; et jusques au manger et au boire, nous n’oserons plus trouver rien de bon, sans le congé de messieurs les experts.","Enfin, Monsieur, toute votre raison, c’est que L’École des Femmes a plu ; et vous ne vous souciez point qu’elle soit dans les règles pourvu…"
"Tout beau, Monsieur Lysidas, je ne vous accorde pas cela. Je dis bien que le grand art est de plaire, et que cette Comédie ayant plu à ceux pour qui elle est faite, je trouve que c’est assez pour elle, et qu’elle doit peu se soucier du reste. Mais avec cela, je soutiens qu’elle ne pèche contre aucune des règles dont vous parlez. Je les ai lues, Dieu merci, autant qu’un autre, et je ferais voir aisément que peut-être, n’avons-nous point de pièce au Théâtre plus régulière que celle-là.","Courage, Monsieur Lysidas, nous sommes perdus si vous reculez."
"Quoi, Monsieur, la Protase, l’Épitase, et la Péripétie ?…","Ah ! Monsieur Lysidas, vous nous assommez avec vos grands mots. Ne paraissez point si savant, de grâce ; humanisez votre discours, et parlez pour être entendu. Pensez-vous qu’un nom grec donne plus de poids à vos raisons ? Et ne trouveriez-vous pas qu’il fût aussi beau de dire, l’exposition du sujet, que la Protase ; le nœud, que l’Épitase ; et le dénouement, que la Péripétie ?"
"Ce sont termes de l’art dont il est permis de se servir. Mais puisque ces mots blessent vos oreilles, je m’expliquerai d’une autre façon, et je vous prie de répondre positivement à trois ou quatre choses que je vais dire. Peut-on souffrir une pièce qui pèche contre le nom propre des pièces de Théâtre ? Car enfin le nom de poème Dramatique vient d’un mot grec, qui signifie agir, pour montrer que la nature de ce poème consiste dans l’action ; et dans cette comédie-ci il ne se passe point d’actions, et tout consiste en des récits que vient faire ou Agnès ou Horace.","Ah, ah, Chevalier."
"Voilà qui est spirituellement remarqué, et c’est prendre le fin des choses.","Est-il rien de si peu spirituel, ou, pour mieux dire, rien de si bas, que quelques mots où tout le monde rit, et surtout celui des enfants par l’oreille ?"
Fort bien.,Ah !
"La Scène du valet et de la servante au dedans de la maison, n’est-elle pas d’une longueur ennuyeuse, et tout à fait impertinente ?",Cela est vrai.
Assurément.,Il a raison.
"Arnolphe ne donne-t-il pas trop librement son argent à Horace ; et puisque c’est le personnage ridicule de la pièce, fallait-il lui faire faire l’action d’un honnête homme ?","Bon, la remarque est encore bonne."
Admirable.,Merveilleuse.
"Le sermon, et les Maximes ne sont-elles pas des choses ridicules, et qui choquent, même, le respect que l’on doit à nos mystères ?",C’est bien dit.
Voilà parlé comme il faut.,Il ne se peut rien de mieux.
"Et ce Monsieur de la Souche, enfin, qu’on nous fait un homme d’esprit, et qui paraît si sérieux en tant d’endroits, ne descend-il point dans quelque chose de trop Comique, et de trop outré au cinquième Acte, lorsqu’il explique à Agnès la violence de son amour avec ces roulements d’yeux extravagants, ces soupirs ridicules, et ces larmes niaises qui font rire tout le monde ?","Morbleu, merveille !"
Miracle !,"Vivat, Monsieur Lysidas."
Je laisse cent mille autres choses de peur d’être ennuyeux.,"Parbleu, Chevalier, te voilà mal ajusté."
Il faut voir.,"Tu as trouvé ton homme, ma foi."
Peut-être.,"Réponds, réponds, réponds, réponds."
Volontiers. Il…,"Réponds donc, je te prie."
Laisse-moi donc faire. Si…,"Parbleu, je te défie de répondre."
"Oui, si tu parles toujours.",De grâce écoutons ses raisons.
"Premièrement, il n’est pas vrai de dire que toute la pièce n’est qu’en récits. On y voit beaucoup d’actions qui se passent sur la Scène ; et les récits eux-mêmes y sont des actions suivant la constitution du sujet, d’autant qu’ils sont tous faits innocemment, ces récits, à la personne intéressée, qui par là entre à tous coups dans une confusion à réjouir les spectateurs, et prend à chaque nouvelle toutes les mesures qu’il peut pour se parer du malheur qu’il craint.","Pour moi, je trouve que la beauté du sujet de L’École des Femmes consiste dans cette confidence perpétuelle ; et ce qui me paraît assez plaisant, c’est qu’un homme qui a de l’Esprit et qui est averti de tout par une innocente qui est sa maîtresse et par un étourdi qui est son rival, ne puisse avec cela éviter ce qui lui arrive."
"Bagatelle, bagatelle.",Faible réponse.
Mauvaises raisons.,"Pour ce qui est des enfants par l’oreille, ils ne sont plaisants que par réflexion à Arnolphe ; et l’Auteur n’a pas mis cela pour être de soi un bon mot : mais seulement pour une chose qui caractérise l’homme, et peint d’autant mieux son extravagance, puisqu’il rapporte une sottise triviale qu’a dite Agnès, comme la chose la plus belle du monde et qui lui donne une joie inconcevable."
C’est mal répondre.,Cela ne satisfait point.
C’est ne rien dire.,"Quant à l’argent qu’il donne librement, outre que la lettre de son meilleur ami lui est une caution suffisante, il n’est pas incompatible qu’une personne soit ridicule en de certaines choses, et honnête homme en d’autres. Et pour la Scène d’Alain et de Georgette dans le logis, que quelques-uns ont trouvée longue et froide, il est certain qu’elle n’est pas sans raison ; et de même qu’Arnolphe se trouve attrapé pendant son voyage, par la pure innocence de sa maîtresse, il demeure au retour longtemps à sa porte par l’innocence de ses valets, afin qu’il soit partout puni par les choses qu’il a cru faire la sûreté de ses précautions."
Voilà des raisons qui ne valent rien.,Tout cela ne fait que blanchir.
Cela fait pitié.,"Pour le discours moral que vous appelez un sermon, il est certain que de vrais dévots qui l’ont ouï n’ont pas trouvé qu’il choquât ce que vous dites ; et sans doute que ces paroles d’enfer et de chaudières bouillantes sont assez justifiées par l’extravagance d’Arnolphe et par l’innocence de celle à qui il parle. Et quant au transport amoureux du cinquième acte qu’on accuse d’être trop outré et trop comique, je voudrais bien savoir si ce n’est pas faire la satire des amants, et si les honnêtes gens même, et les plus sérieux, en de pareilles occasions, ne font pas des choses ?…"
"Ma foi, Chevalier, tu ferais mieux de te taire.","Fort bien. Mais enfin si nous nous regardions nous-mêmes, quand nous sommes bien amoureux ?…"
Je ne veux pas seulement t’écouter.,Écoute-moi si tu veux. Est-ce que dans la violence de la passion ?…
"La, la, la, la, lare, la, la, la, la, la, la.",Quoi ?…
"La, la, la, la, lare, la, la, la, la, la, la.",Je ne sais pas si ?…
"La, la, la, la, lare, la, la, la, la, la, la, la.",Il me semble que…
"La, la, la, lare, la, la, la, la, la, la, la, la, la, la.","Il se passe des choses assez plaisantes dans notre dispute. Je trouve qu’on en pourrait bien faire une petite Comédie, et que cela ne serait pas trop mal à la queue de L’École des Femmes."
Vous avez raison.,"Parbleu, Chevalier, tu jouerais là-dedans un rôle qui ne te serait pas avantageux."
"Il est vrai, Marquis.","Pour moi, je souhaiterais que cela se fît, pourvu qu’on traitât l’affaire comme elle s’est passée."
Et moi je fournirais de bon cœur mon personnage.,"Je ne refuserais pas le mien, que je pense."
"Puisque chacun en serait content, Chevalier, faites un mémoire de tout, et le donnez à Molière que vous connaissez, pour le mettre en Comédie.","Il n’aurait garde, sans doute, et ce ne serait pas des vers à sa louange."
"Point, point ; je connais son humeur ; il ne se soucie pas qu’on fronde ses pièces, pourvu qu’il y vienne du monde.","Oui ; mais quel dénouement pourrait-il trouver à ceci ? Car il ne saurait y avoir ni mariage, ni reconnaissance ; et je ne sais point par où l’on pourrait faire finir la dispute."
Il faudrait rêver quelque incident pour cela.,"Madame, on a servi sur table."
"Ah ! voilà justement ce qu’il faut pour le dénouement que nous cherchions, et l’on ne peut rien trouver de plus naturel. On disputera fort et ferme de part et d’autre, comme nous avons fait, sans que personne se rende ; un petit laquais viendra dire qu’on a servi ; on se lèvera, et chacun ira souper.","La Comédie ne peut pas mieux finir, et nous ferons bien d’en demeurer là."
"Hé bien ! Sabine, quel conseil me donneras-tu ? ","Vraiment, il y a bien des nouvelles. Mon oncle veut résolument que ma cousine épouse Villebrequin, et les affaires sont tellement avancées que je crois qu’ils eussent été mariés dès aujourd’hui, si vous n’étiez aimé ; mais comme ma cousine m’a confié le secret de l’amour qu’elle vous porte, et que nous nous sommes vues à l’extrémité par l’avarice de mon vilain oncle, nous nous sommes avisées d’une bonne invention pour différer le mariage. C’est que ma cousine, dès l’heure que je vous parle, contrefait la malade ; et le bon vieillard, qui est assez crédule, m’envoie quérir un médecin. Si vous en pouviez envoyer quelqu’un qui fût de vos bons amis, et qui fût de notre intelligence, il conseillerait à la malade de prendre l’air à la campagne. Le bonhomme ne manquera pas de faire loger ma cousine à ce pavillon qui est au bout de notre jardin, et par ce moyen vous pourriez l’entretenir à l’insu de notre vieillard, l’épouser, et le laisser pester tout son soûl avec Villebrequin. "
"Mais le moyen de trouver sitôt un médecin à ma poste, et qui voulût tant hasarder pour mon service ? Je te le dis franchement, je n’en connais pas un. ",Je songe une chose : si vous faisiez habiller votre valet en médecin ? Il n’y a rien de si facile à duper que le bonhomme. 
"C’est un lourdaud qui gâtera tout ; mais il faut s’en servir faute d’autre. Adieu, je le vais chercher. Où diable trouver ce maroufle à présent ? Mais le voici tout à propos. ","Ah ! Mon pauvre Sganarelle, que j’ai de joie de te voir ! J’ai besoin de toi dans une affaire de conséquence ; mais, comme que je ne sais pas ce que tu sais faire... "
