,0,1
4964,promptement,charmant
4965,zèle,belle
4966,digressions,passions
4967,bouche,touche
4968,vœux,cheveux
4969,rire,tenir
4970,tenir,venir
4971,provinciales,animales
4972,choisir,loisir
4973,loisir,faire
4974,faire,plaire
4975,opinion,obstination
4976,vôtres,autres
4977,appelle,querelle
4978,sentiments,amants
4979,difficile,habile
4980,chansons,connaissons
4981,titre...,grâce...
4982,arbitre,donner
4983,donner,condamner
4984,condamner,croire
4985,croire,victoire
4986,souci,d’ici
4987,témoignage,désavantage
4988,nous,jaloux
4989,vôtre,autre
4990,autre,dernier
4991,dernier,premier
4992,suffrage,davantage
4993,jour,d’amour
4994,saisie,jalousie
4995,nous,jaloux
4996,climène,haine
4997,vœux,fâcheux
4998,anime,crime
4999,aveuglement,éclaircissement
5000,éclaircissement,l’apparence
5001,l’apparence,présence
5002,présence,d’enjouement
5003,d’enjouement,fondement
5004,zèle,querelle
5005,cœurs,vainqueurs
5006,inspire,empire
5007,amants,emportements
5008,paisibles,infaillibles
5009,jour,amour
5010,intelligence,persévérance
5011,courroux,jaloux
5012,flamme,âme
5013,prétend,inquiétude
5014,inquiétude,rude
5015,genoux,nous
5016,déplaire,colère
5017,d’emportement,contentement
5018,contentement,quatre
5019,quatre,battre
5020,jaloux,vous
5021,souffrante,trente
5022,déclarer,préférer
5023,préférer,défaire
5024,défaire,satisfaire
5025,yeux,mieux
5026,quitte,quitte
5027,entretien,venue
5028,venue,vue
5029,aigrir,souffrir
5030,prie,compagnie
5031,fâcheux,vœux
5032,résistance,innocence
5033,jours,cours
5034,chasse,fasse
5035,m’arrêter,conter
5036,conter,assortie
5037,assortie,partie
5038,suprême,moimême
5039,efforts,dixcors
5040,j’arrête,tête
5041,relais,frais
5042,rapière,poulinière
5043,jument,compliment
5044,colère,père
5045,tous,nous
5046,personne,sonne
5047,prisées,brisées
5048,plaine,haleine
5049,justaucorps,alors
5050,beau,gaveau
5051,matière,considère
5052,nette,droite
5053,droite,courtjointé
5054,courtjointé,vivacité
5055,dire,réduire
5056,semblant,tremblant
5057,pareille,merveille
5058,croismoi,roi
5059,pleine,plaine
5060,l’écart,drécar
5061,battre,quatre
5062,joyeux,mieux
5063,nôtre,l’autre
5064,l’autre,penser
5065,penser,balancer
5066,ravie,crie
5067,crie,plaisir
5068,plaisir,loisir
5069,faut,tayaut
5070,pécore,encore
5071,l’œil,deuil
5072,différences,connaissances
5073,enrage,personnage
5074,bas,bras
5075,voie,joie
5076,vu,prévu
5077,m’assomme,homme
5078,vanté,apporté
5079,apporté,tête
5080,tête,bête
5081,dieu,lieu
5082,d’usage,rage
5083,courant,ignorant
5084,rare,sépare
5085,part,campagnard
5086,patience,diligence
5087,sévères,colères
5088,fâcheux,vœux
5089,vue,pourvue
5090,pourvue,désaveu
5091,désaveu,feu
5092,belle,elle
5093,faveurs,douceurs
5094,aime,suprême
5095,près,qu’après
5096,peutêtre,connaître
5097,méthode,incommode
5098,voir,devoir
5099,facile,ville
5100,m’honore,encore
5101,moi,dois
5102,extrême,soimême
5103,introduit,bruit
5104,bruit,débite
5105,débite,mérite
5106,mérite,instruits
5107,instruits,suis
5108,être,connaître
5109,qu’en,latine
5110,latine,mine
5111,mine,en
5112,dire,lire
5113,emploi,roi
5114,vousmême,extrême
5115,bontés,présentés
5116,fonde,monde
5117,gens,nasardes
5118,nasardes,gardes
5119,endurer,retirer
5120,certaine,mécène
5121,promptement,retraite
5122,retraite,faite
5123,faite,placet
5124,grande,demande
5125,renom,surnom
5126,d’acrostiche,hémistiche
5127,parler,aller
5128,quitte,visite
5129,sain,main
5130,tuileries,rêveries
5131,rêveries,l’entretien
5132,l’entretien,rien
5133,rien,importune
5134,importune,fortune
5135,fortune,rien
5136,rien,bien
5137,pierre,terre
5138,voilà,fouslà
5139,frivoles,paroles
5140,roi,moi
5141,vaines,pleines
5142,pleines,prétentions
5143,prétentions,millions
5144,monte,compte
5145,soupçon,façon
5146,inconcevable,faisable
5147,silence,d’importance
5148,secret,discret
5149,discret,l’apprendre
5150,l’apprendre,entendre
5151,entendre,l’inventeur
5152,monsieur,dire
5153,dire,tire
5154,avisé,aisé
5155,aisé,côtes
5156,côtes,hautes
5157,quitte,visite
5158,visite,sortir
5159,sortir,divertir
5160,dissimuler,appeler
5161,campagne,t’accompagne
5162,t’accompagne,j’enrage
5163,moi,toi
5164,pas,pas
5165,querelle,zèle
5166,enrager,dégager
5167,service,office
5168,aurez,quitterez
5169,destinée,donnée
5170,l’obtenir,prévenir
5171,d’orphise,autorise
5172,autorise,soins
5173,soins,témoins
5174,maître,connaître
5175,dessein,sein
5176,sein,dire
5177,dire,désire
5178,désire,venger
5179,venger,d’outrager
5180,l’appelle,criminelle
5181,criminelle,l’immoler
5182,l’immoler,parler
5183,presse,maîtresse
5184,monsieur,secours
5185,secours,jours
5186,service,justice
5187,peine,haine
5188,trépas,bras
5189,rendre,prétendre
5190,générosité,animosité
5191,caprice,injustice
5192,fameux,vœux
5193,vous,époux
5194,j’évite,m’acquitte
5195,merveille,veille
5196,jouir,réjouir
5197,masques,basques
5198,ici,voici
5199,daphné,éroxène
5200,mortelle,cruelle
5201,vœux,fâcheux
5202,peine,certaine
5203,certaine,lieu
5204,lieu,adieu
5205,adieu,satisfaire
5206,satisfaire,déplaire
5207,feux,deux
5208,inhumaine,haine
5209,haine,tendrement
5210,tendrement,traitement
5211,charmes,larmes
5212,toi,moi
5213,inflexible,sensible
5214,rigueur,cœur
5215,taire,mystère
5216,choisir,désir
5217,inimitable,admirable
5218,fort,d’abord
5219,voie,monnaie
5220,fameux,vœux
5221,extrême,toimême
5222,moi,vois
5223,ressemble,ensemble
5224,couleurs,cœurs
5225,langage,ouvrage
5226,bien,mien
5227,chose,cause
5228,crois,moi
5229,rendre,méprendre
5230,illusion,impression
5231,ouvrage,l’image
5232,feux,vœux
5233,dire,m’inspire
5234,m’inspire,ardeur
5235,ardeur,cœur
5236,puissante,violente
5237,enflammer,charmer
5238,heureuse,amoureuse
5239,aujourd’hui,lui
5240,paraître,maître
5241,jour,amour
5242,affermies,amies
5243,sujet,projet
5244,usage,avantage
5245,lycarsis,fils
5246,forte,sorte
5247,yeux,dieux
5248,père,mystère
5249,deux,vœux
5250,nicandre,attendre
5251,pressez,pensez
5252,badinage,davantage
5253,d’état,éclat
5254,d’importance,impatience
5255,deux,fâcheux
5256,arrière,manière
5257,manière,ferez
5258,ferez,désirez
5259,désirez,nicandre
5260,nicandre,d’entendre
5261,d’entendre,décharger
5262,décharger,enrager
5263,d’affaire,m’entendre
5264,bien,rien
5265,magnificence,présence
5266,jour,cour
5267,vue,venue
5268,savoir,voir
5269,tête,fête
5270,remarque,monarque
5271,quoi,roi
5272,seconde,monde
5273,parts,regards
5274,plaisantes,reluisantes
5275,miel,ciel
5276,ciel,chérie
5277,chérie,gueuserie
5278,gueuserie,bien
5279,bien,rien
5280,entendre,promener
5281,promener,pendre
5282,gens,impertinents
5283,impertinents,saines
5284,saines,pleines
5285,époux,vous
5286,aspirent,soupirent
5287,langueurs,cœurs
5288,alliance,préférence
5289,feu,aveu
5290,permise,l’autorise
5291,l’autorise,ainsi
5292,puissance,espérance
5293,cruelle,elle
5294,d’humanité,fierté
5295,zèle,querelle
5296,voulons,parlons
5297,âge,mariage
5298,yeux,précieux
5299,précieux,fortune
5300,fortune,commune
5301,même,extrême
5302,quelquefois,mois
5303,mois,fantaisie
5304,fantaisie,philosophie
5305,profond,confond
5306,qu’enfance,d’innocence
5307,jour,d’amour
5308,offerte,mélicerte
5309,abus,plus
5310,avance,pense
5311,ajusté,qualité
5312,qualité,d’hyménée
5313,d’hyménée,destinée
5314,ardeur,cœur
5315,croire,gloire
5316,s’exécute,dispute
5317,dispute,arrêt
5318,arrêt,plaît
5319,chose,dispose
5320,fraîchement,attachement
5321,attachement,bête
5322,bête,arrête
5323,main,sein
5324,beau,moineau
5325,moineau,place
5326,joyaux,moineaux
5327,prétendent,demandent
5328,vœux,deux
5329,une,fortune
5330,fortune,bonheur
5331,bonheur,cœur
5332,confondre,répondre
5333,nous,vous
5334,écloses,choses
5335,meilleur,cœur
5336,suffrages,avantages
5337,surprend,grand
5338,m’oppose,chose
5339,appas,bas
5340,croire,gloire
5341,méritez,attente
5342,attente,contente
5343,beautés,qualités
5344,effroyable,raisonnable
5345,vœux,deux
5346,rendre,défendre
5347,pas,appas
5348,engage,avantage
5349,présumer,d’aimer
5350,d’aimer,faire
5351,faire,nécessaire
5352,obéissance,puissance
5353,aimer,charmer
5354,continue,venue
5355,supérieurs,cœurs
5356,époux,vous
5357,père,colère
5358,charmant,amant
5359,d’autres,nôtres
5360,inégal,mal
5361,l’aime,extrême
5362,attraits,fais
5363,l’offense,différence
5364,différence,enchaîné
5365,enchaîné,donné
5366,imaginable,capable
5367,saisir,plaisir
5368,d’entendre,tendre
5369,coups,vous
5370,traître,maître
5371,maître,transports
5372,transports,corps
5373,stelle,nouvelle
5374,orné,daphné
5375,grande,demande
5376,demande,dessein
5377,dessein,main
5378,bouche,touche
5379,vérité,conté
5380,affaire,plaire
5381,plaire,ardeur
5382,ardeur,cœur
5383,implacable,considérable
5384,préférer,désespérer
5385,pense,indifférence
5386,faire,déplaire
5387,mouvements,sentiments
5388,solitude,inquiétude
5389,d’aimer,informer
5390,destinée,pénée
5391,cœurs,douceurs
5392,agréables,effroyables
5393,souvenue,vue
5394,soins,moins
5395,complaisance,bienveillance
5396,désirs,plaisirs
5397,disgrâce,menace
5398,réduit,dit
5399,vous,jaloux
5400,extrême,moimême
5401,divinités,volontés
5402,volontés,richesse
5403,richesse,tristesse
5404,chagrin,matin
5405,silence,impatience
5406,larmes,charmes
5407,meurs,pleurs
5408,entendre,apprendre
5409,aujourd’hui,ennui
5410,m’inspire,dire
5411,vous,époux
5412,faiblesse,tristesse
5413,loi,moi
5414,tristesse,faiblesse
5415,doux,vous
5416,offerte,mélicerte
5417,mélicerte,rigueur
5418,rigueur,cœur
5419,crainte,atteinte
5420,hélas,pas
5421,rivales,égales
5422,espérer,préférer
5423,bout,tout
5424,personne,couronne
5425,pouvoir,avoir
5426,pure,injure
5427,ébranlés,belles
5428,belles,qu’elles
5429,voix,choix
5430,chère,bergère
5431,dieux,yeux
5432,cœur,douceur
5433,secours,toujours
5434,alarmes,charmes
5435,dieux,yeux
5436,abandonne,donne
5437,donne,ravissement
5438,ravissement,serment
5439,voie,joie
5440,joie,moi
5441,fâcheux,deux
5442,tendre,prendre
5443,exila,choseslà
5444,manière,bergère
5445,douceurs,cœurs
5446,bassesse,blesse
5447,m’engage,l’outrage
5448,vœux,fâcheux
5449,justice,supplice
5450,promptement,emportement
5451,l’enflamme,âme
5452,bien,rien
5453,défendre,tendre
5454,tendre,aimer
5455,aimer,alarmer
5456,créance,présence
5457,résoudrez,voudrez
5458,retraite,souhaite
5459,réjouissez,pensez
5460,puissance,persévérance
5461,aller,parler
5462,sage,langage
5463,dieux,précieux
5464,précieux,conjoncture
5465,conjoncture,nature
5466,doux,vous
5467,redevable,insupportable
5468,yeux,précieux
5469,envie,vie
5470,part,pendard
5471,âge,m’engage
5472,mourir,d’obéir
5473,larmes,armes
5474,d’amitié,pitié
5475,pitié,envie
5476,envie,vie
5477,été,bonté
5478,faiblesse,tendresse
5479,doux,vous
5480,avancée,pensée
5481,désobéir,revenir
5482,nature,ouverture
5483,mélicerte,offerte
5484,offerte,porter
5485,porter,contenter
5486,charmes,larmes
5487,ardeurs,cœurs
5488,belles,nouvelles
5489,affreux,vœux
5490,davantage,partage
5491,flamme,âme
5492,doux,vous
5493,craindre,plaindre
5494,amants...,tourments...
5495,victoire,gloire
5496,volontés,félicités
5497,miracle,obstacle
5498,vœux,deux
5499,beauté,transporté
5500,marie,prie
5501,mystérieux,lieux
5502,partout,bout
5503,nicandre,apprendre
5504,apprendre,délivre
5505,délivre,suivre
5506,loin,besoin
5507,s’acquitte,vite
5508,vite,ménageci
5509,ménageci,souci
5510,édifiée,contrariée
5511,haut,pétaut
5512,suivante,impertinente
5513,grandmère,père
5514,garnement,tourment
5515,discrète,doucette
5516,dort,fort
5517,déplaise,mauvaise
5518,yeux,mieux
5519,blesse,princesse
5520,seulement,d’ajustement
5521,frère,révère
5522,époux,nous
5523,vivre,suivre
5524,suivre,humeur
5525,humeur,cœur
5526,courroux,vous
5527,critique,tyrannique
5528,divertir,consentir
5529,maximes,crimes
5530,zélé,contrôlé
5531,conduire,induire
5532,induire,rien
5533,rien,bien
5534,sorte,m’emporte
5535,plat,éclat
5536,scandalise,s’impatronise
5537,s’impatronise,souliers
5538,souliers,deniers
5539,deniers,méconnaître
5540,méconnaître,maître
5541,mieux,pieux
5542,fantaisie,qu’hypocrisie
5543,laurent,garant
5544,être,maître
5545,maître,rebutez
5546,honnête,tête
5547,nous,jaloux
5548,dites,visites
5549,visites,hantez
5550,assemblage,voisinage
5551,rien,bien
5552,cause,chose
5553,mis,amis
5554,faire,taire
5555,rempart,égard
5556,innocence,licence
5557,époux,nous
5558,rire,médire
5559,promptement,attachement
5560,joie,croie
5561,couleurs,leurs
5562,ressemblance,l’innocence
5563,partagés,chargés
5564,l’affaire,exemplaire
5565,gens,céans
5566,bonne,personne
5567,personne,ardent
5568,ardent,défendant
5569,hommages,avantages
5570,avantages,baisser
5571,baisser,renoncer
5572,sagesse,faiblesse
5573,inquiétude,prude
5574,bien,rien
5575,rien,vie
5576,vie,d’envie
5577,plaisirs,désirs
5578,désirs,plaire
5579,plaire,taire
5580,jour,tour
5581,sage,personnage
5582,envoyé,fourvoyé
5583,entendre,reprendre
5584,conversations,inventions
5585,paroles,fariboles
5586,part,quart
5587,troublées,assemblées
5588,rien,bien
5589,bien,babylone
5590,babylone,l’aune
5591,rire,dire
5592,dire,moitié
5593,moitié,pied
5594,corneilles,oreilles
5595,aller,quereller
5596,dommage,langage
5597,bon,nom
5598,échauffée,coiffée
5599,fils,pis
5600,sage,courage
5601,hébété,entêté
5602,âme,femme
5603,confident,prudent
5604,maîtresse,tendresse
5605,tendresse,assis
5606,assis,six
5607,cède,aide
5608,héros,propos
5609,miracles,oracles
5610,jouir,l’éblouir
5611,sommes,sommes
5612,garçon,leçon
5613,farouches,mouches
5614,mains,saints
5615,effroyable,diable
5616,venu,tenu
5617,tenu,vue
5618,vue,venue
5619,venue,d’amusement
5620,d’amusement,seulement
5621,chose,s’oppose
5622,grands,prends
5623,valère,chère
5624,bonjour,retour
5625,fleurie,prie
5626,souci,d’ici
5627,sorte,porte
5628,soir,concevoir
5629,merveille,vermeille
5630,dégoût,tout
5631,entière,paupière
5632,paupière,sommeiller
5633,sommeiller,veiller
5634,agréable,table
5635,soudain,lendemain
5636,gagnée,saignée
5637,âme,madame
5638,avance,convalescence
5639,vous,courroux
5640,justice,caprice
5641,aujourd’hui,lui
5642,parlez,voulez
5643,être,connaître
5644,fin,enfin
5645,profonde,monde
5646,monde,entretien
5647,entretien,rien
5648,âme,femme
5649,cela,voilà
5650,rencontre,montre
5651,doux,genoux
5652,entière,prière
5653,élancements,moments
5654,vite,bénite
5655,bénite,l’imitait
5656,l’imitait,était
5657,était,modestie
5658,modestie,partie
5659,partie,moitié
5660,moitié,pitié
5661,reprendre,répandre
5662,répandre,retirer
5663,retirer,prospérer
5664,même,extrême
5665,doux,jaloux
5666,zèle,bagatelle
5667,scandaliser,accuser
5668,accuser,prière
5669,prière,colère
5670,crois,moi
5671,entiché,prêché
5672,affaire,ordinaire
5673,eux,yeux
5674,simagrées,sacrées
5675,peur,cœur
5676,esclaves,braves
5677,conduit,bruit
5678,trace,grimace
5679,distinction,dévotion
5680,langage,visage
5681,sincérité,vérité
5682,personne,bonne
5683,faits,jamais
5684,petites,limites
5685,limites,souvent
5686,souvent,avant
5687,beaufrère,révère
5688,révère,retiré
5689,retiré,éclairé
5690,sommes,hommes
5691,révéré,retiré
5692,science,différence
5693,héros,dévots
5694,belle,zèle
5695,odieux,spécieux
5696,place,grimace
5697,gré,sacré
5698,soumise,marchandise
5699,marchandise,dignités
5700,dignités,affectés
5701,commune,fortune
5702,jour,cour
5703,vices,d’artifices
5704,insolemment,ressentiment
5705,colère,révère
5706,révère,gré
5707,gré,sacré
5708,sacré,paraître
5709,paraître,connaître
5710,yeux,glorieux
5711,périandre,clitandre
5712,débattu,vertu
5713,insupportable,traitable
5714,actions,corrections
5715,autres,nôtres
5716,d’appui,d’autrui
5717,suivre,vivre
5718,d’acharnement,seulement
5719,extrême,luimême
5720,user,proposer
5721,modèle,zèle
5722,frère,valère
5723,vous,oui
5724,oui,doux
5725,tête,peutêtre
5726,plaira,nécessaire
5727,bon,non
5728,cherchezvous,vois
5729,entendre,surprendre
5730,vous,doux
5731,chère,père
5732,père,mériter
5733,mériter,contenter
5734,contenter,haute
5735,haute,hôte
5736,répondrez,voudrez
5737,fille,brille
5738,doux,époux
5739,eh,eh
5740,doux,époux
5741,jure,imposture
5742,vérité,arrêté
5743,fille,famille
5744,famille,cela
5745,forte,sorte
5746,sorte,part
5747,part,hasard
5748,nouvelle,bagatelle
5749,bagatelle,incroyable
5750,point,point
5751,croire,histoire
5752,sage,visage
5753,mamie,supplie
5754,complot,bigot
5755,pense,alliance
5756,alliance,bien
5757,révère,misère
5758,misère,l’élever
5759,l’élever,priver
5760,temporelles,éternelles
5761,éternelles,moyens
5762,moyens,biens
5763,renomme,gentilhomme
5764,vanité,piété
5765,l’innocence,naissance
5766,dévotion,ambition
5767,blesse,noblesse
5768,d’ennui,lui
5769,bienséances,conséquences
5770,vertu,combattu
5771,personne,donne
5772,front,sont
5773,fidèle,modèle
5774,hait,fait
5775,livre,vivre
5776,leçons,chansons
5777,père,valère
5778,enclin,libertin
5779,églises,précises
5780,aperçus,làdessus
5781,monde,seconde
5782,désirs,plaisirs
5783,fidèles,tourterelles
5784,viendrez,voudrez
5785,voudrez,assure
5786,assure,discours
5787,discours,l’encolure
5788,l’encolure,l’emportera
5789,l’emportera,aura
5790,taire,faire
5791,intérêt,plaît
5792,m’aime,vousmême
5793,souffrir,offrir
5794,conscience,alliance
5795,fadaises,taises
5796,moins,soins
5797,lotie,assurément
5798,assurément,impunément
5799,impunément,fête
5800,fête,prête
5801,cas,pas
5802,moimême,extrême
5803,main,dessein
5804,dessein,élire
5805,mot,moi
5806,d’obéissance,déférence
5807,époux,vous
5808,vivre,poursuivre
5809,feu,peu
5810,parole,rôle
5811,insensé,repoussé
5812,repoussé,fasse
5813,quoi,autrui
5814,autrui,lui
5815,l’affaire,plaire
5816,charmant,empêchement
5817,d’empire,dire
5818,pas,pas
5819,grande,demande
5820,cœur,ardeur
5821,bouche,touche
5822,douter,éclater
5823,extrême,même
5824,assurément,attente
5825,attente,violente
5826,pas,d’embarras
5827,j’enrage,langage
5828,rends,gens
5829,gens,sornettes
5830,sornettes,faites
5831,faites,timidité
5832,timidité,fermeté
5833,valère,père
5834,fieffé,coiffé
5835,coiffé,arrêtée
5836,arrêtée,imputée
5837,mépris,épris
5838,brille,fille
5839,pense,alliance
5840,vœux,avantageux
5841,propose,chose
5842,pied,moitié
5843,couronne,personne
5844,fleuri,mari
5845,âme,femme
5846,discours,secours
5847,faire,père
5848,époux,plaignezvous
5849,ville,fertile
5850,entretenir,venir
5851,bienvenue,l’élue
5852,honorer,espérer
5853,musettes,marionnettes
5854,mourir,secourir
5855,t’émouvoir,désespoir
5856,l’aide,remède
5857,courroux,vous
5858,martyre,j’expire
5859,adroitement,amant
5860,nouvelle,belle
5861,certain,dessein
5862,visée,proposée
5863,sérieusement,sérieusement
5864,sérieusement,hautement
5865,hautement,s’arrête
5866,non,non
5867,conseillezvous,époux
5868,doute,l’écoute
5869,reçois,crois
5870,âme,madame
5871,plaisir,réussir
5872,réussir,tromperie
5873,prie,accepter
5874,accepter,présenter
5875,présenter,faire
5876,faire,salutaire
5877,intentions,résolutions
5878,frivole,parole
5879,cœur,ardeur
5880,pensée,offensée
5881,dessein,main
5882,foi,moi
5883,ouverte,perte
5884,perte,changement
5885,changement,facilement
5886,croire,gloire
5887,soins,moins
5888,pardonne,abandonne
5889,relevé,approuvé
5890,âme,flamme
5891,bras,pas
5892,souhaite,faite
5893,faite,voudriez
5894,m’insulter,contenter
5895,vousmême,extrême
5896,oui,conçoit
5897,heure,euh
5898,pense,extravagance
5899,quereller,aller
5900,aller,valère
5901,revenir,retenir
5902,veux,deux
5903,dessein,faire
5904,faire,d’affaire
5905,démêlé,parlé
5906,parlé,emportée
5907,emportée,traitée
5908,soin,témoin
5909,envie,vie
5910,vie,conseil
5911,conseil,pareil
5912,avancez,pensez
5913,peine,haine
5914,fous,vous
5915,méchante,affligeante
5916,ingrat,débat
5917,mariage,usage
5918,façons,chansons
5919,extravagance,l’apparence
5920,aisé,proposé
5921,remédie,maladie
5922,délais,mauvais
5923,fâcheuse,bourbeuse
5924,lui,oui
5925,semble,ensemble
5926,amis,promis
5927,frère,bellemère
5928,tous,vous
5929,père,valère
5930,valère,oser
5931,oser,jaser
5932,jaser,disje
5933,vôtre,l’autre
5934,destins,faquins
5935,m’arrête,tête
5936,tête,emportement
5937,emportement,simplement
5938,propose,chose
5939,chose,complots
5940,complots,mots
5941,père,bellemère
5942,crédit,dit
5943,elle,belle
5944,mander,sonder
5945,sonder,connaître
5946,connaître,naître
5947,espoir,voir
5948,descendre,l’attendre
5949,ordinaires,affaires
5950,courroux,retirezvous
5951,discipline,illumine
5952,prisonniers,deniers
5953,deniers,forfanterie
5954,dire,prie
5955,prie,mouchoir
5956,blessées,pensées
5957,tentation,impression
5958,monte,prompte
5959,bas,pas
5960,modestie,partie
5961,repos,mots
5962,radoucit,dit
5963,semble,ensemble
5964,bonté,santé
5965,désire,inspire
5966,pieux,mieux
5967,remise,prise
5968,faut,haut
5969,instance,convalescence
5970,inquiété,santé
5971,mienne,chrétienne
5972,affaire,éclaire
5973,doux,vous
5974,demandée,accordée
5975,d’entretien,rien
5976,singulière,entière
5977,faits,attraits
5978,haine,m’entraîne
5979,moelleuse,chatouilleuse
5980,chatouilleuse,merveilleux
5981,merveilleux,miraculeux
5982,faire,affaire
5983,foi,ditesmoi
5984,dire,soupire
5985,attraits,souhaits
5986,terre,pierre
5987,soupirs,désirs
5988,éternelles,temporelles
5989,temporelles,charmés
5990,charmés,formés
5991,formés,pareilles
5992,pareilles,merveilles
5993,merveilles,beautés
5994,beautés,transportés
5995,créature,nature
5996,atteint,peint
5997,secrète,adroite
5998,résolut,salut
5999,aimable,coupable
6000,pudeur,cœur
6001,grande,l’offrande
6002,bonté,infirmité
6003,quiétude,béatitude
6004,arrêt,plaît
6005,galante,surprenante
6006,surprenante,sein
6007,sein,dessein
6008,appas,pas
6009,étrange,ange
6010,fais,attraits
6011,qu’humaine,souveraine
6012,douceur,cœur
6013,larmes,charmes
6014,fois,voix
6015,bénigne,indigne
6016,consoler,ravaler
6017,ravaler,merveille
6018,merveille,pareille
6019,hasard,part
6020,folles,paroles
6021,targuer,divulguer
6022,confie,sacrifie
6023,discret,secret
6024,renommée,aimée
6025,cœur,peur
6026,peur,rhétorique
6027,rhétorique,s’explique
6028,s’explique,d’humeur
6029,d’humeur,ardeur
6030,ardeur,sorte
6031,sorte,porte
6032,porte,bénignité
6033,bénignité,témérité
6034,faiblesse,blesse
6035,air,chair
6036,peutêtre,paraître
6037,époux,vous
6038,chicane,mariane
6039,pouvoir,espoir
6040,répandre,entendre
6041,conduit,nuit
6042,vengeance,insolence
6043,jour,d’amour
6044,sage,m’engage
6045,pas,éclats
6046,pareilles,oreilles
6047,ainsi,aussi
6048,raillerie,cagoterie
6049,courroux,nous
6050,père,valère
6051,désabusé,aisé
6052,redevable,favorable
6053,ravir,servir
6054,croie,joie
6055,m’obliger,venger
6056,venger,d’affaire
6057,d’affaire,satisfaire
6058,abord,fort
6059,caresses,tendresses
6060,déclarer,déshonorer
6061,madame,flamme
6062,discret,secret
6063,impudence,offense
6064,propos,repos
6065,dépendre,défendre
6066,dit,crédit
6067,croyable,coupable
6068,d’iniquité,été
6069,souillures,d’ordures
6070,punition,occasion
6071,reprendre,défendre
6072,courroux,vous
6073,partage,davantage
6074,fausseté,pureté
6075,pureté,hypocrite
6076,tort,rapport
6077,favorable,capable
6078,extérieur,meilleur
6079,l’apparence,pense
6080,pense,bien
6081,bien,rien
6082,rien,perfide
6083,perfide,d’homicide
6084,détestés,mérités
6085,l’ignominie,vie
6086,grâce,infâme
6087,bras,pas
6088,dure,égratignure
6089,je,disje
6090,aujourd’hui,lui
6091,usage,personnage
6092,bannir,retenir
6093,fille,famille
6094,l’obliger,enrager
6095,enrager,connaître
6096,connaître,maître
6097,fripon,pardon
6098,pas,pas
6099,succession,malédiction
6100,personne,donne
6101,déplaisir,noircir
6102,ingratitude,rude
6103,grâce,place
6104,pas,débats
6105,j’apporte,sorte
6106,moquezvous,vois
6107,vois,foi
6108,écoute,doute
6109,doute,rejetez
6110,femme,l’âme
6111,vie,mortifie
6112,plus,làdessus
6113,m’engage,d’ombrage
6114,joie,voie
6115,tous,vous
6116,manière,entière
6117,prends,parents
6118,propose,chose
6119,écrit,dépit
6120,croire,gloire
6121,propos,mots
6122,mots,expose
6123,expose,chose
6124,chose,usé
6125,usé,accusé
6126,accusé,l’offense
6127,l’offense,vengeance
6128,démêlé,exilé
6129,franchise,scandalise
6130,tout,bout
6131,colère,père
6132,cœur,aigreur
6133,blâme,âme
6134,consentir,sortir
6135,d’égale,scandale
6136,croirait,l’imputerait
6137,coupable,charitable
6138,ménager,engager
6139,colorées,tirées
6140,chargezvous,nous
6141,vengeances,offenses
6142,humains,souverains
6143,croire,gloire
6144,gloire,prescrit
6145,prescrit,l’esprit
6146,pardonne,ordonne
6147,d’aujourd’hui,lui
6148,l’oreille,conseille
6149,bien,rien
6150,pensée,intéressée
6151,d’appas,pas
6152,père,faire
6153,crains,mains
6154,partage,usage
6155,dessein,prochain
6156,craintes,plaintes
6157,rien,bien
6158,mésuse,accuse
6159,confusion,proposition
6160,maxime,légitime
6161,légitime,mis
6162,mis,damis
6163,discrète,retraite
6164,raison,maison
6165,elle,mortelle
6166,soir,désespoir
6167,désespoir,prie
6168,prie,d’industrie
6169,troublés,assemblés
6170,rire,dire
6171,dire,douleur
6172,douleur,cœur
6173,naissance,obéissance
6174,loi,dois
6175,donnée,infortunée
6176,former,aimer
6177,aimer,j’implore
6178,j’implore,j’abhorre
6179,désespoir,pouvoir
6180,humaine,peine
6181,peine,bien
6182,bien,mien
6183,mien,l’abandonne
6184,l’abandonne,personne
6185,austérités,comptés
6186,comptés,religieuses
6187,religieuses,amoureuses
6188,l’accepter,mériter
6189,mariage,davantage
6190,écot,mot
6191,réponde,monde
6192,cas,pas
6193,dire,admire
6194,lui,d’aujourd’hui
6195,apparences,complaisances
6196,désavouer,jouer
6197,jouer,crue
6198,crue,émue
6199,transport,fort
6200,touche,bouche
6201,simplement,nullement
6202,sages,sauvages
6203,dents,gens
6204,gens,sagesse
6205,sagesse,diablesse
6206,froideur,cœur
6207,change,étrange
6208,incrédulité,vérité
6209,voir,oui
6210,manière,lumière
6211,répondezmoi,foi
6212,prendre,entendre
6213,bien,rien
6214,peut,dure
6215,dure,d’imposture
6216,loin,témoin
6217,adresse,promesse
6218,rusé,malaisé
6219,aime,soimême
6220,retirezvous,dessous
6221,faire,jugerez
6222,jugerez,serez
6223,entende,grande
6224,sortir,repartir
6225,matière,manière
6226,permis,promis
6227,réduite,hypocrite
6228,effrontés,témérités
6229,confondre,répondre
6230,répondre,rendrez
6231,rendrez,voudrez
6232,insensée,poussée
6233,m’exposer,désabuser
6234,désabuser,maître
6235,maître,paraître
6236,paraître,parler
6237,parler,révéler
6238,dise,surprise
6239,même,extrême
6240,efforts,transports
6241,possédée,l’idée
6242,l’idée,été
